category	gtdbtk.tax	phylum	class	order	family	genus	species	Group	LDA	P.VALUE	MAG.ID	category	WW	WOW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW	WOW
MAG386	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola barnesiae	WW	3.121570571	1.42E-15	MAG386	MAG386	1209.290439	282.9348352	894.83	3117.35	472.47	3450.48	4060.99	725.72	695.21	680.2	1588.41	785.57	1331.15	2674.74	2046.5	2853.09	2545.07	1966.24	1008.87	3142.11	8085.41	2073.35	6829.4	14477.09	1962.09	951.46	500.71	963.68	434.2	650.3	2173.54	4617.08	563.74	1280.2	988.86	1129	485.59	1965.85	1100.95	248.58	44.45	520.35	220.56	373.97	68.01	361.94	1108.26	1839.18	493.84	323.38	405.56	645.23	834.33	972.48	936.35	351.74	996.82	902.99	263.9	300.02	137.2	195.7	550.02	416.32	732.2	778.72	557.9	823.88	892.43	1155.11	338.45	137.68	455.47	823.18	541.99	1149.02	921.35	496.47	999.94	1209.21	1027.91	1123.79	1315.18	481.42	1039.18	193.72	695.46	860.73	1136.71	1133.24	1033.47	578.16	1341.46	1089.01	1025.68	1139.61	1505.88	895.51	978.5	741.74	818.58	1168	943.87	384.86	368.71	627.08	558.36	343.16	213.11	442.4	340.46	406.7	346.09	361.14	269.95	134.6	549.94	326.98	352.37	261.02	370.38	198.96	115.84	43.75	33.45	35.29	27.02	26.8	25.7	965.23	624.77	938.48	1311.18	737.29	756.51	1041.56	594.68	822.21	1110.04	904.1	2039.33	941.09	531.85	49.89	25.63	48.9	155.06	31.97	399.93	11.64	9.11	5.41	7.5	12.58	10.5	4.34	6.91	16.73	10.32	5.71	7.5	15.87	6.3	7.99	7.8	6.2	9.75	9.7	7.58	6.43	10.57	10.57	8.5	6.94	7.72	8.89	11.7	101.77	53.99	84.25	69.42	153.41	93.52	199.6	269.54	265.93	442.41	325.4	101.85	318.28	289.67	294.84	283.63	283.69	481.59	114.03	239.4	56.22	50.49	138.77	88.89	393.82	101.95	225.92	177.57	302.12	3097.14
MAG2532	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola coprocola	WW	3.040094408	1.12E-13	MAG2532	MAG2532	1523.630088	527.0978022	362.23	273.84	184.33	835.45	640.17	230.49	1738.03	365.93	626.76	368.65	187.3	638.16	449.13	2560.76	2012.54	813.42	468.26	304.72	253.21	676.82	391.33	515.51	1076.73	271.12	2899.55	280.9	353.93	138.52	399.19	741.85	721.63	2205.4	1175.39	2251.67	1591.63	1525.33	2483.06	721.38	136.48	4955.85	1449.41	1621.11	346.22	1476.08	7865.28	4229.55	585.39	1168.95	342.95	1140.34	923.02	460.8	1446.31	1079.38	1279.14	1940.29	406.66	624.84	224.2	369.04	2502.5	2581.36	2385.93	2326.26	2925.03	1440.4	2214.03	2315.52	1399.02	606.47	1543.47	1591.06	4616.46	3321.8	655.06	913.14	680.65	1187.13	1425.05	674.39	453.85	384.17	875.28	476.65	1659.28	1749.95	2092.28	882.07	378.14	4517.83	2749.88	660.76	2245.11	221.77	529.82	1881.96	1608.74	2478.67	1145.03	3199.49	1201.96	2666.74	2168.08	1793.46	1654.16	3256.77	1582.6	5015.97	4983.19	2601.12	2521.16	4952.6	2562.04	1432.91	501.49	149.92	164.37	989.09	172.35	272.07	627.79	286.56	140.34	170.21	740.98	240.08	597.7	1547.19	962.97	3645.58	2886.24	1538.62	1127.13	1726.53	1438.82	1163.81	2424.5	2920.53	2267	1329.79	1293.3	226.61	86.5	248.82	492.03	121.75	143.56	4.99	7.55	3.34	6.03	5.83	6.86	3.47	6.38	5.03	7.39	7.4	7.86	6.57	8.26	8.61	4.75	5	9.85	8.74	4.28	5.25	11.82	12.52	5.62	6.57	6.48	5.18	12.17	102.1	182.58	121.83	344.9	129.99	106.11	71.85	109.34	119.63	315.77	181.1	329.56	388.33	177.27	299.46	222.92	98.4	87.01	361.04	209.77	382.41	155.54	245.56	196.09	2009.58	582.12	2468.57	774.39	2921.62	1433.03
MAG2240	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	WW	3.063507932	8.54E-08	MAG2240	MAG2240	2062.473772	779.7438462	198.58	318.15	100.51	584.51	377.61	222.18	416.51	340.1	351.55	209.21	138.02	264.77	269.38	2583.41	1106.73	204.45	227.81	217.77	418.06	574.41	634.23	512.48	683.24	395.76	3469.88	485.2	479.63	117.7	241.65	599.16	488	1015.6	589.63	4769.28	3652.91	2516.66	5894.11	945.59	305.71	6633.01	5198.98	1410.72	1718.75	2729.65	2844.15	11181.87	314.26	486.1	1396.62	2324.2	2984.08	478.96	4211.13	3551	1198.38	5613.11	2982.07	1066.13	1231.23	523.65	3196.18	1582.73	716.13	1616.07	3169.32	468.55	740.38	1238.38	542.63	139.81	1260.6	1905.9	3119.36	2401.58	1256.86	626.47	1462.81	1983.7	3187.92	2109.15	587.45	578.78	1949.75	293.87	3959.86	3285.46	2982.46	196.63	521.35	2405.45	1974.64	1494.78	4879.46	112.96	1155.72	1075.7	788.54	2413.98	1676.35	4410.63	1904.12	5056.82	4163.32	2491.43	2886.39	5836.47	3690.63	11288.58	9399.66	6706.82	7320.63	3446.24	2908.07	1556.29	317.61	532.84	406.17	627.34	734.87	827.26	670.05	311.56	269.24	278.48	379.13	575.65	447.04	131.19	500.64	2196.01	2334.35	836.64	933.24	699.13	1725.52	228.29	3904.73	4117.77	533.22	888.28	1332.22	518.77	329.7	587.34	955.72	372.62	422.3	26.54	14.49	6.56	7.64	23.87	13.63	6.19	9.13	24.67	13.63	7.03	10.51	26.98	7.85	24.36	21.59	18.56	10.46	25.85	21.38	19.64	11.25	31.66	29.27	23.03	22.9	28.32	13.97	1052.09	1603.31	1223.39	8054.66	997.06	2801.49	289.05	388.45	110.52	250.52	356.98	165.77	558.05	188.69	233.52	428.88	515.76	168.45	2861.12	788.98	1215.95	962.46	1428.62	1072.86	443.57	1110.04	5337.48	490.77	3987.6	1444.72
MAG2501	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	WW	3.327191724	2.35E-11	MAG2501	MAG2501	2819.231404	735.4630769	167.17	307.51	54.33	602.63	377.61	166.12	392.86	274.65	342.75	135.12	37.71	188.79	131.59	2956.98	1308.84	124.69	128.31	129.36	348.38	644.95	629.84	553.33	791.95	362.1	4244.12	500.68	513.38	41.99	217.62	644.74	641.49	1191.47	764.62	6817.79	5342.62	3275.78	7076.74	1101.56	382.13	8297.7	6223.02	1610.68	1823.86	3423.05	3275.56	14217.62	273.93	641.32	1829.26	3114.31	3298.7	482.1	4638.15	4113.88	1363.95	6568.57	3970.77	1581.6	1449.48	714.73	5117.89	2489.85	1008.28	2513.47	4635.57	765.61	1089.44	1939.54	1223.14	185.81	2191.96	4005.55	4371.33	3589.04	1749.51	769.63	1982.4	3685.26	4864.14	2958.49	947.64	816.66	2954.71	373.17	5749.61	4689.28	4007.53	210.23	602.9	3574.14	2802.21	2042.49	6476.49	133.97	1536.62	1509.4	1168.83	3788.27	2614.28	6142.01	2696.25	7379.97	6378.84	3409.86	4296.94	9018.88	5916.86	15823.37	13742.9	9969.3	11239.19	4861.17	4508.95	2047.01	333.44	689.36	554.98	774.91	1043.87	1106.63	808.02	23.58	41.55	40.81	428.09	156.43	341.71	67.93	606.21	3093.52	3328.91	1126.91	1315.26	848.64	2491.07	251.92	5879.67	5862.23	500.77	1313.9	1835.31	304.39	249.52	839.73	1080.93	266.16	356.37	1.01	2.08	0.58	2.81	1.38	1.92	0.87	1.81	1.68	2.77	0.94	3.49	2.49	1.55	0.63	0.35	0.36	1.03	0.4	0.42	0.37	0.87	1.11	0.88	1.11	1.07	0.9	1.4	193.69	393.07	254.84	835.19	361.51	785.05	279.74	311.37	144.02	353.64	351.04	193.74	800.51	180.39	226.66	649.36	675.9	133.84	1183.94	542.94	984.1	647.87	1249.19	765.08	740.2	655.37	6661.39	601.75	5917.92	1854.82
MAG2834	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	WW	3.159374632	7.81E-09	MAG2834	MAG2834	2843.048246	1074.532527	179.52	295.94	78.97	681.87	444.2	240.87	416.51	326.98	385.16	168.74	59.51	222.97	157.5	3262.22	1446.44	157.8	179.93	127.91	443.47	751.82	696.64	580.56	949.13	403.11	4386.7	539.4	575.96	64.14	225.63	844.24	600.85	1155.71	714.81	7017.51	5082.8	3664.07	8224.6	1515.87	388.37	9385.31	7483.38	1909.07	2188.63	3385.29	3526.14	16156.51	282.35	653.58	1846.18	3298.32	3861.58	474.74	5436.6	4592.93	1384.55	7447.59	3987.24	1450.02	1438.98	553.8	4915.65	2300.53	993.23	2611.88	4691.84	603.63	929.05	1670.77	790.37	179.41	1831.56	2966.03	4403.34	3534.1	1777.77	763.6	2119.18	2908.9	4783.93	3067.79	746.51	827.91	2886.5	396.02	5619.29	4460.46	3923.17	199.86	640.05	3286.96	2603.31	1844.14	6092.51	88.35	1507.18	1447.34	1043.69	3409.61	2348.99	6131.18	2763.98	7156.29	6049.48	3391.72	4057.63	8254.36	5490.57	16467.43	14225.88	9343.44	10594.3	4467.99	3952.47	2145.15	392.97	2508.09	1403.07	821.74	792.65	874.92	647.89	33.31	44.28	41.56	416.78	160.15	329.85	81.07	622.95	3019.85	3315.2	1129.54	1297.48	869.04	2542.1	228.91	5426.78	5979.24	514.8	1277.18	1792.16	376.57	285.92	645.16	967.85	308.65	336.13	2.08	1.48	0.81	1.81	1.74	1.21	0.54	2.55	2.58	2.46	1.12	3.66	2.68	1.34	1.08	0.74	0.83	0.51	0.96	0.64	0.61	0.68	1.65	1.49	1.5	1.51	1.67	1.64	141.73	312.36	190.3	1186.29	364.14	718.79	300.92	341.81	152.02	2252.47	2628.76	226.11	13738.8	172.91	443.94	5107.29	8896.81	151.01	1257.27	645	858.51	645.39	1216.47	743.45	556.22	668.39	6322.8	567.22	5713.04	1736.83
MAG3258	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	WW	3.002410294	9.45E-07	MAG3258	MAG3258	2137.792719	894.4196703	203.26	299.66	85.18	598.1	447.57	237.76	375.37	297.77	364.85	191.84	97.72	296.66	219.64	2472.2	1302.65	221.28	167.49	165.02	426.31	674.48	624.44	588.76	696.86	358.23	3683.45	468.42	542.94	101.5	265.68	622.02	508.81	971.33	666.87	5155.65	3928.89	2694.74	6011.61	1023.58	248.78	6702.02	5608.6	1499.56	1508.55	2708.07	2756.6	10614.05	256.74	494.27	1434.42	2456.41	2697.05	428.5	3888.98	3265.69	1107.97	5536.4	3101.04	1105.58	1258.67	453.64	3381.8	1606.06	724.62	1733.51	3344.33	486.8	751.78	1314.75	575.09	151.39	1298.99	1989.11	3287.35	2621.58	1383.55	645.93	1625.16	2102.89	3432.41	2307.84	574.56	668.4	2099.33	304.67	4139.46	3468.3	3187.5	255.21	518.8	2566.8	2100.81	1585.1	5189.52	136.07	1292.3	1146.06	837.77	2563.25	1795.04	4741.34	2068.54	5365.89	4409.84	2628.45	3103	6048.4	3900.07	12032.55	10079.74	6960.48	7776.45	3524.1	3014.19	1671.26	252.47	492.48	379.38	561.9	628.14	704.38	534.26	314.41	1048.7	917.89	506.94	530.51	518.85	126.2	507.01	2286.62	2452.11	889.5	949.31	708.39	1832.45	222.18	4340.98	4259.56	580.15	916.06	1395.94	1595.82	428.64	2442.02	1647.34	726.85	947.46	8.73	4.86	7.13	20.04	9.59	4.54	7.06	22.09	9.08	4.77	7.4	23.39	10.62	9.81	3.28	2.48	3.48	4.72	1.92	2.71	4.06	5.07	3.19	3.41	5.16	5.21	3.17	7.6	631.84	1579.03	917.44	659.26	2547.62	1137.18	221.24	250.89	91.63	243.66	295.13	164.29	597.16	156.82	193	375.55	497.46	139.71	6640.54	5210.33	1966.35	514.5	4603.78	1984.96	450.51	730.54	5587.8	421.72	4264.99	1467.79
MAG4369	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	WW	3.241622571	3.18E-13	MAG4369	MAG4369	2396.584386	694.9114286	299.09	464.73	263.89	724.51	519.21	369.09	414.45	462.48	542.35	277.85	242.68	425.74	729.32	2776.44	1520.47	374.54	338.09	410.76	602.47	684.09	805.94	811.15	695.25	506.33	4061.7	607.74	515.39	197.7	355.14	708.04	572.54	1331.13	893.3	5367.65	3971.19	2795.3	4777.59	1277.03	301.03	5862.32	5293.51	1816	1310.71	3864.28	3168.09	9572.59	446.14	798.59	1502.67	2217.38	2673.76	656.03	3748.97	2932.31	1409.34	5073.71	3701.55	1160.63	1603.04	687.99	3800.32	1890.49	975.98	1974.95	3614.68	777.87	977.5	1440.11	866.93	274.45	1595.91	2159.53	3471.15	2884.36	1509.82	684.01	1623.78	2308.39	3378.82	2308.25	824	708.85	2264.68	355.38	4575.14	3985.37	3609.5	445.28	701.55	3258.62	2581.15	2197.34	6702.31	316.12	1823.29	1426.51	1163.93	3141.02	2166.92	5300.38	2336.56	6367.98	5134.67	3146.36	3937.71	7536.32	4545.78	12615.78	10370.88	8502.75	9371.52	4904.38	4073.63	1808.66	476.07	654.68	513.59	655.94	847.88	955.19	756.08	62.74	92.63	78.5	356.61	150.47	292.65	356.6	751.5	2754.67	2780.35	1166.5	1181.11	984.37	2123.12	449.51	4799.38	4783.16	921.19	1136.16	1806.33	217.93	210.6	498.12	887.91	206.13	387.83	23.63	32.29	20.36	23.18	26.3	37.85	18.13	26.52	27.2	31.19	21.55	25.87	25.05	19.94	37.37	22.34	31.24	21.75	36.27	21.16	31.01	23.65	40.9	22.12	32.01	30.99	21.39	24.05	190.13	256.53	213.12	534.75	305.18	798.63	374.76	488.66	197.13	366.91	481.95	248.99	588.25	308.54	317.08	518.81	551.99	281.32	594.13	417.64	646.47	397.86	809.87	473.68	1664.9	1737.35	7540.37	485.84	4530.24	1865.05
MAG463	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	WW	3.283732156	1.05E-12	MAG463	MAG463	2455.813421	662.3418681	236.27	336.64	93.33	627.15	396.15	243.98	415.48	335.77	336.26	188.36	94.14	275.57	205.97	2418.7	1245.52	224.25	171.01	164.75	436.53	643.78	625.12	620.78	792.69	465.73	4584.1	623.16	533.27	83.31	287.05	604.57	4918.04	1407.61	996.55	6241.87	6349.61	3562.17	6132.3	994.33	320.53	7025.17	6254.53	2035.13	1502.36	3554.13	3418.06	10400.77	333.91	627.03	1277.04	2159.7	2751.4	467.24	4063.44	3164.23	1277.67	5754.3	3229.33	1084.79	1377.96	441	3432.73	1903.05	937.51	2223.82	3552.64	522.95	995.1	1637.84	577.31	146.52	1320.31	2028.68	3838.81	3178.46	1786.73	1278.52	2087.18	2154.67	4213.37	2778.82	664.04	747.26	2379.43	451.84	4721.21	4288.28	4211.1	374.89	625.37	3099.07	4253.51	2293.68	6853.05	255.67	1850.07	1830.11	1025.19	2990.87	1974.52	5532.16	2409.11	5437.43	4463.24	2802.88	3405.46	6181.18	3950.46	13145.84	10768.02	7486.64	8350.23	3991.92	3392.25	1730.14	371.97	591.36	458.42	616.53	799.96	851.37	707.71	58.23	54.72	58.54	377.8	169.46	319.26	160.06	815.05	2925.28	3075.02	1321.68	1091.31	981.29	1935.92	319.79	5950.02	4991.04	724.09	931.9	1624.41	246.31	198.12	572.85	1061.96	205.27	326.93	18.41	24.3	9.2	25.66	17.67	25.33	7.93	22.89	18.74	25.18	12.09	25.81	18.21	13.12	8.75	5.5	10.31	9.44	9.14	4.89	9.38	9.7	9.92	6.62	11.46	10.92	6.06	11.89	120.43	239.09	155.58	692.44	250.58	623.38	312.18	376.82	128.32	267	334.43	155.78	534.95	207.79	248.76	459.86	515.67	154.88	872.47	433.16	988.22	424.65	1226.74	598.91	531.2	745.26	7033.1	490.77	3933.59	1934.95
MAG729	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	WW	3.371121127	1.95E-09	MAG729	MAG729	3265.714649	884.9772527	433.57	575.97	307.54	1027.52	941.92	434.5	999.62	544.3	517.11	446.12	661.44	694.95	528.75	2778.19	1672.12	610.14	472.82	688.17	716.11	1116.24	890.95	923.6	956.89	590.99	4973	693.76	872.06	336.23	488.65	916.6	589.64	1023.26	1275.31	5051.67	3992.65	2655.01	30694.41	3485.03	779.09	16968.86	29460.88	6137.84	4024.85	8712.44	14980.94	22973.1	1937.49	3040.5	2669.15	3071.7	4569.68	1443.96	4975.36	4175	2110.53	6738.88	3632	2009.66	1934.85	1250.54	3214.73	1762.18	924.19	1922.93	3211.64	538.36	1060.18	1562.85	570.93	184.29	1227.12	1919.28	3212.7	2648.12	1354.09	683.8	1626.91	2135.63	3367.71	2267.83	645.03	637.91	2062.43	400.84	4007.35	3296.96	3075.81	255.92	541.81	2735.03	2121.73	1559	5121.12	182.87	1405.22	1213.06	960.33	2823.04	1771.2	4798.72	2134.29	5476.84	4451.38	2634.35	3041.88	6236.76	3993.51	12167.3	10149.07	6743.48	7430.84	3849.33	3123.42	1674.06	965.19	1195.78	1350.31	1245.74	1598.53	1200.02	1105.68	237.66	273.96	260.17	442.72	799.07	591.26	438.6	993.12	3050.24	3416.73	1554.98	1623.14	1301.84	2291.07	709.21	5309.46	5240.54	1381.67	1592.79	1933.1	549.79	293.35	629.52	1022.17	369.7	587.09	20.6	27.25	7.02	23.25	23.5	24.83	6.41	25.71	30.6	29.49	9.37	32.25	29.66	10.33	5.88	3.87	5.54	5.49	4.87	3.77	5.32	5.41	7.6	5.78	6.04	7	5.69	7.32	358.26	506.4	412.05	1017.57	576.81	880.11	692.41	769.51	625.42	607.68	761.38	631.51	809.35	527.38	643.76	893.48	788.7	781.2	1016.01	658.09	782.11	716.43	1081.21	755.29	2016.42	959.69	7256.92	710.26	4580.62	1782.85
MAG841	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola plebeius_A	WW	3.469771138	4.19E-11	MAG841	MAG841	3372.396228	722.3323077	212.63	311.44	100.9	637.72	468.64	228.41	465.87	331.04	330.92	178.13	128	258.42	176.41	2588.95	1315.74	193.73	192.78	204.52	450.19	654.56	649.07	529.12	818.67	411.47	4109.03	538.05	533.82	94.55	287.05	691.81	633.62	1115.93	710.65	6235.74	4743.03	3187.66	7774.99	1223.42	333	8631	7010.74	1806.97	2071.16	3579.48	3772.48	14117.9	353.55	643.37	2137.8	3726.36	18999.09	1339.86	28454.33	30862.19	3986.71	24543.58	4268.78	1795.63	1695.35	843.58	4203.94	2128.26	880.25	2172.77	4077.58	523.09	924.42	1631.69	679.95	175.45	1536.25	2410.43	3877.31	3076.14	1600.37	741.25	1880.23	2457.79	4178.83	2686.28	608.15	711.92	2471.21	390.49	5141.94	4085.99	3601.82	185.34	556.1	3112.98	2453.95	1738.51	6298.58	90.26	1299.83	1323.4	911.88	3069.99	2046	5531.72	2441.98	6395.6	5447.47	3022.99	3595.88	7334.77	4877.96	15166.12	12910.85	8148.78	9257.36	4151.93	3632.75	1906.8	472.29	656.33	595.07	799.78	746.88	862.75	669.98	71.05	84.4	78.26	382.44	265.68	333.1	242.54	728.25	2932.74	3221.21	1131.78	1298.42	941.41	2387.11	346.91	5457.52	5713.4	754.19	1284.14	1823.01	360.3	267.5	635	980.3	295.51	367.14	11.82	15.97	7.71	20.91	13.22	15.75	5.86	20.34	15.99	19.56	8.43	22.62	13.9	7.33	5.74	3.83	5.81	6.15	6.58	3.77	5.59	6.56	8	5.08	6.99	6.53	4.23	8.01	165.6	342.63	219.4	1060.6	395.91	715.51	270.96	341.58	153.61	354.41	394.54	311.28	769.67	205.94	271.39	518.1	595.07	231.15	1195.22	651.91	821.63	641.14	1179.07	738.34	508.97	675.95	6696.33	495.71	5767.98	1573.97
MAG563	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900066455	WW	3.035582727	2.79E-12	MAG563	MAG563	1051.781404	147.5491209	104.45	80.16	77.81	122.26	111.68	82.54	114.15	96.96	90.27	60.19	83.07	98.34	133.66	159.34	260.91	71.31	87.89	109.48	94.58	105.46	88.39	92.28	95.75	78.95	594.58	83.82	94.14	56.2	85.45	100.76	149.44	253.71	23571.55	3346.84	281.57	1262.94	7525.46	341.19	53.81	410.15	2252.89	27762.55	210.21	3005.28	10092.96	8614.22	218.86	1275.84	115.07	155.48	163.2	116.14	239.09	157.27	142.74	284.6	102.33	95.68	55.22	102.35	238.89	162.4	124.61	148.76	180.09	125.34	141.04	135.37	122.06	44.17	142.5	160.46	1757.1	2149.51	137.38	139.82	120.45	172.77	175.63	156.11	148.76	97.24	148.51	89.41	230.28	217.47	277.07	160.38	193.18	262.45	173.64	1480.52	464.13	385.05	8946.32	184.42	135.97	192.5	149.84	215.62	134.57	253.72	226.13	178.66	180.49	269.27	135.46	378.32	305.98	281.64	297.8	250.34	161.19	288.82	108.91	74.4	77.35	107.42	95.45	85.1	99.84	52.37	49.44	50.62	56.52	71.19	61.52	164.75	150.5	162.37	190.94	6094.58	127.66	171.82	130.97	163.89	308.31	173.67	292.36	126.12	168.37	45.25	33.78	69.04	102.72	35.26	52.93	26.36	27.77	18.17	19.83	25.89	33.41	14.55	16.99	27	39.27	21.73	23.87	27.7	19.63	19.38	18.37	22.07	18.46	19.99	20.38	20.82	19.35	26.79	25.7	27.33	26.82	25.41	26.01	44.66	46.21	39.47	56.52	60.74	46.19	77.02	99.44	52.27	99.43	93.82	89.94	332.07	90.9	91.49	109.47	61.56	80.5	81.71	68.23	54.11	61.19	64.05	61.49	121.64	91.02	416	27.13	246.16	148.07
MAG4312	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__Phocaeicola sp900541515	WW	3.257115451	1.39E-12	MAG4312	MAG4312	3408.241228	1305.461758	983.2	888.65	777.3	1542.23	1746.44	929.74	1973.54	1174.74	1188.06	879.1	1376.51	1621.39	1918.89	2051.71	2510.32	1670.99	1439	1587.09	941.65	1568.08	1399.01	1812.54	1398.18	1157.3	2797.2	1178.18	845.61	886.68	1098.79	1413.65	1660.84	2484.55	1946.25	3013.51	1396.37	2083.92	3302.45	31462.79	3594.4	4260.98	4285.22	6430.3	5193.36	17361.23	6911.59	7711.25	1032.23	1109.04	2357.23	3169.89	2240.05	2132.7	2845.41	4202.54	2607.55	4237.99	1942.62	2475.04	1283.61	2103.6	3499.93	1994.57	1929.24	2451.8	3612.36	2531	1598.97	2311.96	1883.4	369.18	3388.13	3209.2	3328.78	2637.33	2822.8	1641.38	2791.2	4034.38	3084.17	3009.45	3422	1686.74	4183.35	1257.13	2647.67	2669.86	2693.07	2076.08	1284.34	3123.4	2792.34	1963.6	3125.53	1560.46	2203.61	1619.12	1922.81	2743.77	2243.69	3313.72	1914.93	4122.86	3141.16	1780.61	2398.82	4317	2363.86	4301.12	4776.35	5032.11	4061.69	5796.01	4790.56	59486.62	1611.21	1244.87	1551.02	2037.34	2037.16	937.28	1144.25	1156.75	860.14	924.49	1846.56	1859.17	1835.72	1309.84	1412.03	2971.89	2330.06	2002.51	1822.07	1696.84	1661.05	1376.29	2483.31	2736.13	2283.78	1950.36	2115.65	797.13	354.84	656.72	852.2	463.9	732.18	487.81	526.24	137.43	547.44	486.77	551.9	139.97	532.79	807.17	789.06	206.29	765.94	807.28	214.57	135.89	78.12	119.17	133.3	130.31	72.23	119.44	126.21	204.56	115.46	165.92	172.1	110.65	206.83	871.92	1462.72	1082.11	1184.67	1169.82	1068.34	985.19	983.19	1233.67	1179.56	1228.14	794.08	1057.21	798.67	965.17	1376.89	1114.24	1883.1	925.86	685.81	918.63	1075.49	978.28	969.45	3373.8	1791.14	6116.46	12814.35	5508.52	3254.95
MAG643	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Butyricicoccus	s__Butyricicoccus pullicaecorum	WW	3.016333581	8.27E-07	MAG643	MAG643	1555.25307	882.0943956	37.59	77.88	70.05	146.79	209.46	201.42	44.22	142.26	163.05	57.66	375.3	220.68	5141.93	668.82	4860.19	256.82	59.28	82.44	275.34	259.67	302.27	553.96	743.71	230.93	2732.71	252.31	238.08	186.46	277.7	760.79	390.44	439.6	185.41	2432.15	1861.88	1592.97	755.61	502.04	40.55	1060.68	519.9	548.83	148.38	3188.14	1444.27	1174.41	28.41	32	869.22	2000.45	491.8	799.28	1978.59	6664.01	1823.99	904.67	234.11	720.76	287.19	1583.35	1510.62	3143.93	2610.54	1694.9	4816.25	1308.66	542.34	318.07	2176.08	2865.73	10634.94	4038.91	3313.33	654.05	417.34	87.32	492.11	1583.03	2242.92	901.71	303.51	241.45	690.03	9.57	2395.94	441.56	2010.21	2231.21	2340.7	5613.8	1902.15	465.27	129.14	7.13	313.55	934.65	2568.59	3572.85	5026.73	1449.68	978.6	3664.26	3345.86	1375.17	2339.39	3671.68	3222.42	1255.05	2016.31	2798.7	2467.64	4161.55	5365.86	8303	1296.2	306.38	340.69	285.77	23.86	79.22	204.71	26.66	14.3	16.89	17.19	20.29	17.94	59.72	115.3	2202.97	611	1117.25	740.05	1565.45	4140.35	28.38	1451.84	377.22	56.56	3955.55	5597.89	96.1	35.32	26.79	36.87	49.24	46.74	353.21	393.36	745.34	127.65	359.13	389.8	741.35	121.18	510.02	535.03	1114.56	201.56	520.69	1119.21	52.13	234.28	457.34	788.53	49.67	227.14	460.1	789.13	68.1	280.77	581.28	592.76	288.58	962.22	29.53	150.43	76.54	143.68	215.13	100.66	203.63	65.79	1152.33	1526.21	138.53	1561.6	254.97	361.08	112.05	28.83	719.29	114.7	103.68	52.74	10.89	929.9	105.92	563	664.3	723.23	1633.87	29902.61	60.08	540.58
