Bin	genes	ARO	AMR Gene Family	phylum
MD42d_CeC1.Bin25	73	58	72	Firmicutes
MD42d_CeC1.Bin27	101	72	88	Firmicutes
MD42d_CeC1.Bin3	111	68	98	Firmicutes
MD42d_CeC1.Bin7	141	87	142	Firmicutes
MD42d_CeC2.Bin13	104	74	94	Firmicutes
MD42d_CeC2.Bin17	103	72	91	Firmicutes
MD42d_CeC2.Bin18	67	56	58	Firmicutes
MD42d_CeC2.Bin22	118	79	91	Cyanobacteria
MD42d_CeC2.Bin3	57	50	52	Firmicutes
MD42d_CeC2.Bin4	55	46	48	Firmicutes
MD42d_CeC2.Bin5	128	81	104	Firmicutes
MD42d_CeC2.Bin8	120	83	119	Firmicutes
MD42d_CeC2.Bin9	69	49	57	Firmicutes
MD42d_CeC3.Bin14	368	185	303	Proteobacteria
MD42d_CeC3.Bin2	170	93	145	Firmicutes
MD42d_CeC3.Bin28	85	65	68	Firmicutes
MD42d_CeC3.Bin30	131	84	100	Cyanobacteria
MD42d_CeC3.Bin32	51	43	45	Firmicutes
MD42d_CeC3.Bin34	249	124	195	Firmicutes
MD42d_CeC3.Bin37	129	89	113	Firmicutes
MD42d_CeC3.Bin39	181	104	156	Firmicutes
MD42d_CeC3.Bin5	137	78	121	Firmicutes
MD42d_CeC3.Bin6	118	81	108	Firmicutes
MD42d_CeC3.Bin7	249	119	192	Firmicutes
MD42d_CeC4.Bin10	99	72	75	Cyanobacteria
MD42d_CeC4.Bin13	320	138	271	Firmicutes
MD42d_CeC4.Bin16	103	73	84	Firmicutes
MD42d_CeC4.Bin17	139	104	110	Campylobacterota
MD42d_CeC4.Bin20	69	54	57	Firmicutes
MD42d_CeC4.Bin22	66	48	57	Firmicutes
MD42d_CeC4.Bin25	133	90	101	Cyanobacteria
MD42d_CeC4.Bin3	124	80	118	Firmicutes
MD42d_CeC4.Bin6	149	89	123	Fusobacteriota
MD42d_CeC4.Bin8	264	126	216	Firmicutes
MD42d_CeC5.Bin19	84	60	71	Firmicutes
MD42d_CeC5.Bin20	95	63	88	Firmicutes
MD42d_CeC5.Bin22	120	81	99	Firmicutes
MD42d_CeC5.Bin5	117	88	97	Verrucomicrobiota
MD42d_CeC5.Bin7	108	74	89	Firmicutes
MD42d_CeC6.Bin17	242	122	201	Firmicutes
MD42d_CeC6.Bin27	107	74	89	Firmicutes
MD42d_CeC6.Bin33	167	107	146	Firmicutes
MD42d_CeC6.Bin34	87	60	69	Firmicutes
MD42d_CeC6.Bin37	36	33	33	Firmicutes
MD42d_CeC6.Bin38	115	83	92	Firmicutes
MD42d_CeC6.Bin4	298	130	250	Firmicutes
MD42d_CeC6.Bin6	102	69	87	Firmicutes
MD42d_CeC6.Bin8	85	69	65	Firmicutes
MD42d_CeC7.Bin1	219	114	173	Firmicutes
MD42d_CeC7.Bin18	170	102	119	Proteobacteria
MD42d_CeC7.Bin24	75	54	67	Firmicutes
MD42d_CeC7.Bin28	126	89	92	Firmicutes
MD42d_CeC7.Bin3	129	76	113	Firmicutes
MD42d_CeC7.Bin36	93	69	87	Firmicutes
MD42d_CeC7.Bin6	184	90	139	Firmicutes
MD42d_CeC7.Bin7	141	91	113	Firmicutes
MD42d_CeC8.Bin15	101	75	90	Firmicutes
MD42d_CeC8.Bin16	212	112	164	Firmicutes
MD42d_CeC8.Bin25	150	99	115	Cyanobacteria
MD42d_CeC8.Bin26	64	53	51	Firmicutes
MD42d_CeC8.Bin27	316	147	327	Bacteroidota
MD42d_CeC8.Bin31	127	77	131	Firmicutes
MD70d_CeC1.Bin1	56	41	44	Firmicutes
MD70d_CeC1.Bin11	248	130	190	Firmicutes
MD70d_CeC1.Bin31	112	70	101	Firmicutes
MD70d_CeC1.Bin32	136	95	105	Cyanobacteria
MD70d_CeC1.Bin48	134	94	102	Firmicutes
MD70d_CeC1.Bin49	169	101	144	Firmicutes
MD70d_CeC1.Bin50	295	130	260	Firmicutes
MD70d_CeC1.Bin9	48	44	40	Proteobacteria
MD70d_CeC2.Bin1	172	100	160	Bacteroidota
MD70d_CeC2.Bin15	256	121	194	Firmicutes
MD70d_CeC2.Bin17	250	128	182	Firmicutes
MD70d_CeC2.Bin18	219	121	158	Firmicutes
MD70d_CeC2.Bin24	85	65	73	Firmicutes
MD70d_CeC2.Bin27	181	110	138	Firmicutes
MD70d_CeC2.Bin28	325	135	267	Firmicutes
MD70d_CeC2.Bin31	225	116	179	Firmicutes
MD70d_CeC2.Bin32	272	132	214	Firmicutes
MD70d_CeC2.Bin35	164	107	122	Firmicutes
MD70d_CeC2.Bin36	345	140	278	Firmicutes
MD70d_CeC2.Bin7	289	152	271	Bacteroidota
MD70d_CeC2.Bin9	110	71	87	Firmicutes
MD70d_CeC3.Bin11	162	99	117	Firmicutes
MD70d_CeC3.Bin12	183	105	142	Firmicutes
MD70d_CeC3.Bin19	143	95	106	Cyanobacteria
MD70d_CeC4.Bin14	255	122	188	Firmicutes
MD70d_CeC4.Bin34	241	133	233	Bacteroidota
MD70d_CeC4.Bin36	113	83	89	Firmicutes
MD70d_CeC4.Bin37	189	114	177	Desulfobacterota
MD70d_CeC4.Bin41	118	75	102	Firmicutes
MD70d_CeC4.Bin43	88	66	73	Firmicutes
MD70d_CeC4.Bin44	63	54	52	Proteobacteria
MD70d_CeC5.Bin10	103	73	81	Firmicutes
MD70d_CeC5.Bin13	181	116	135	Firmicutes
MD70d_CeC5.Bin14	159	91	134	Firmicutes
MD70d_CeC5.Bin17	326	133	271	Firmicutes
MD70d_CeC5.Bin19	406	151	332	Firmicutes
MD70d_CeC5.Bin2	96	69	82	Firmicutes
MD70d_CeC5.Bin23	121	85	86	Cyanobacteria
MD70d_CeC5.Bin24	61	49	62	Firmicutes
MD70d_CeC5.Bin29	215	120	160	Firmicutes
MD70d_CeC5.Bin32	174	94	153	Firmicutes
MD70d_CeC5.Bin35	98	66	90	Firmicutes
MD70d_CeC5.Bin36	83	56	71	Firmicutes
MD70d_CeC5.Bin4	155	90	130	Firmicutes
MD70d_CeC5.Bin47	388	193	352	Bacteroidota
MD70d_CeC5.Bin56	224	118	174	Firmicutes
MD70d_CeC5.Bin6	234	139	191	Firmicutes
MD70d_CeC5.Bin67	194	108	152	Firmicutes
MD70d_CeC5.Bin68	126	89	95	Firmicutes
MD70d_CeC5.Bin71	139	86	108	Firmicutes
MD70d_CeC5.Bin73	157	102	162	Bacteroidota
MD70d_CeC6.Bin14	141	115	123	Bacteroidota
MD70d_CeC6.Bin16	245	122	206	Firmicutes
MD70d_CeC6.Bin19	164	106	130	Firmicutes
MD70d_CeC6.Bin29	208	108	164	Firmicutes
MD70d_CeC7.Bin11	190	108	158	Firmicutes
MD70d_CeC7.Bin18	151	83	131	Firmicutes
MD70d_CeC7.Bin2	300	127	237	Firmicutes
MD70d_CeC7.Bin21	168	100	123	Firmicutes
MD70d_CeC7.Bin26	86	69	75	Firmicutes
MD70d_CeC8.Bin10	233	118	191	Firmicutes
MD70d_CeC8.Bin18	326	157	284	Desulfobacterota
MD70d_CeC8.Bin19	273	131	196	Firmicutes
MD70d_CeC8.Bin2	160	108	128	Verrucomicrobiota
MD70d_CeC8.Bin25	174	110	137	Firmicutes
MD70d_CeC8.Bin29	132	88	97	Firmicutes
MD70d_CeC8.Bin33	263	138	252	Bacteroidota
MD70d_CeC8.Bin42	112	80	87	Firmicutes
MD70d_CeC8.Bin43	63	50	57	Firmicutes
MD70d_CeC8.Bin44	241	118	179	Firmicutes
MD70d_CeC8.Bin7	164	99	132	Firmicutes
MD70d_CeC8.Bin8	136	76	102	Firmicutes
MD70dCeC1.Bin16	194	116	153	Firmicutes
MD70dCeC1.Bin18	154	89	126	Firmicutes
MD70dCeC1.Bin28	195	109	158	Firmicutes
MD70dCeC1.Bin29	197	107	152	Firmicutes
MD70dCeC1.Bin3	93	66	73	Cyanobacteria
MD70dCeC1.Bin47	79	60	68	Firmicutes
MD70dCeC1.Bin50	199	131	174	Bacteroidota
MD70dCeC1.Bin53	307	133	260	Firmicutes
MD70dCeC1.Bin59	165	97	148	Firmicutes
MD70dCeC2.Bin13	115	79	88	Firmicutes
MD70dCeC2.Bin17	376	153	298	Firmicutes
MD70dCeC2.Bin18	284	122	240	Firmicutes
MD70dCeC2.Bin23	147	94	145	Bacteroidota
MD70dCeC2.Bin29	186	103	141	Firmicutes
MD70dCeC3.Bin1	209	108	163	Firmicutes
MD70dCeC3.Bin12	152	96	115	Firmicutes
MD70dCeC3.Bin14	115	91	94	Proteobacteria
MD70dCeC3.Bin20	201	111	163	Firmicutes
MD70dCeC3.Bin23	80	63	75	Bacteroidota
MD70dCeC3.Bin31	240	117	196	Firmicutes
MD70dCeC4.Bin10	278	128	203	Firmicutes
MD70dCeC4.Bin11	174	99	140	Firmicutes
MD70dCeC4.Bin14	256	126	195	Firmicutes
MD70dCeC4.Bin22	73	49	67	Firmicutes
MD70dCeC4.Bin23	144	95	132	Firmicutes
MD70dCeC4.Bin27	95	69	79	Firmicutes
MD70dCeC4.Bin31	205	114	169	Firmicutes
MD70dCeC4.Bin7	84	58	74	Firmicutes
MD70dCeC5.Bin10	131	78	110	Firmicutes
MD70dCeC5.Bin21	86	63	74	Firmicutes
MD70dCeC5.Bin22	108	74	86	Cyanobacteria
MD70dCeC5.Bin23	80	54	84	Firmicutes
MD70dCeC5.Bin26	264	131	213	Firmicutes
MD70dCeC5.Bin3	319	135	276	Firmicutes
MD70dCeC5.Bin34	210	110	164	Firmicutes
MD70dCeC5.Bin4	171	97	131	Firmicutes
MD70dCeC5.Bin41	211	110	180	Firmicutes
MD70dCeC5.Bin42	171	100	135	Firmicutes
MD70dCeC5.Bin6	388	151	322	Firmicutes
MD70dCeC6.Bin20	198	109	155	Firmicutes
MD70dCeC6.Bin21	126	83	99	Firmicutes
MD70dCeC6.Bin5	277	123	219	Firmicutes
MD70dCeC6.Bin7	163	90	142	Firmicutes
MD70dCoC1.Bin1	202	123	166	Firmicutes
MD7d_CeC_3.Bin10	195	104	142	Firmicutes
MD7d_CeC_3.Bin4	288	144	235	Firmicutes
MD7d_CeC_3.Bin6	253	148	205	Firmicutes
MD7d_CeC_3.Bin7	684	252	554	Firmicutes
MD7d_CeC_6.Bin15	184	101	140	Firmicutes
MD7d_CeC_6.Bin2	143	96	111	Firmicutes
MD7d_CeC_6.Bin4	195	104	166	Firmicutes
MD7d_CeC_6.Bin7	449	231	378	Proteobacteria
MD7d_CeC_6.Bin9	201	120	167	Firmicutes
PD14d_CeC_6.Bin12	146	91	116	Firmicutes
PD14d_CeC_6.Bin13	222	115	174	Firmicutes
PD14d_CeC_6.Bin17	176	105	155	Firmicutes
PD14d_CeC_6.Bin21	276	131	213	Firmicutes
PD14d_CeC_6.Bin23	334	145	270	Firmicutes
PD14d_CeC_6.Bin25	232	122	197	Firmicutes
PD14d_CeC_6.Bin6	145	96	118	Firmicutes
PD14d_CeC_6.Bin7	300	138	237	Firmicutes
PD14d_CeC_6.Bin8	345	156	262	Firmicutes
PD14d_CeC_7.Bin21	163	104	141	Firmicutes
PD14d_CeC_7.Bin5	326	150	254	Firmicutes
PD14d_CeC_8.Bin11	237	114	184	Firmicutes
PD14d_CeC_8.Bin16	127	82	109	Firmicutes
PD14d_CeC_8.Bin17	198	124	153	Firmicutes
PD14d_CeC_8.Bin24	123	81	98	Firmicutes
PD14d_CeC_8.Bin26	197	116	150	Firmicutes
PD14d_CeC_8.Bin28	223	111	179	Firmicutes
PD14d_CeC_8.Bin7	284	127	248	Firmicutes
PD14d_CeC_8.Bin8	325	131	275	Firmicutes
PD3d_CeC_7.Bin1	379	218	315	Proteobacteria
PD42d_CeC1.Bin14	359	135	278	Firmicutes
PD42d_CeC1.Bin15	157	87	136	Firmicutes
PD42d_CeC1.Bin18	247	135	202	Firmicutes
PD42d_CeC1.Bin23	56	46	46	Firmicutes
PD42d_CeC1.Bin26	234	133	209	Bacteroidota
PD42d_CeC1.Bin27	109	69	100	Firmicutes
PD42d_CeC1.Bin28	138	92	121	Firmicutes
PD42d_CeC1.Bin3	58	46	53	Firmicutes
PD42d_CeC1.Bin30	50	43	47	Firmicutes
PD42d_CeC1.Bin32	155	94	130	Actinobacteriota
PD42d_CeC1.Bin36	244	122	180	Firmicutes
PD42d_CeC1.Bin37	82	59	76	Firmicutes
PD42d_CeC1.Bin38	308	136	229	Firmicutes
PD42d_CeC1.Bin44	120	80	101	Firmicutes
PD42d_CeC1.Bin45	185	106	141	Firmicutes
PD42d_CeC1.Bin5	51	39	48	Firmicutes
PD42d_CeC1.Bin52	239	138	193	Firmicutes
PD42d_CeC1.Bin9	272	131	203	Firmicutes
PD42d_CeC2.Bin1	299	157	283	Bacteroidota
PD42d_CeC2.Bin14	115	80	85	Firmicutes
PD42d_CeC2.Bin16	266	132	191	Firmicutes
PD42d_CeC2.Bin17	232	117	167	Firmicutes
PD42d_CeC2.Bin19	97	75	71	Firmicutes
PD42d_CeC2.Bin2	159	97	126	Firmicutes
PD42d_CeC2.Bin26	124	78	99	Firmicutes
PD42d_CeC2.Bin28	292	156	270	Bacteroidota
PD42d_CeC2.Bin29	154	92	122	Firmicutes
PD42d_CeC2.Bin3	117	83	89	Firmicutes
PD42d_CeC2.Bin36	67	50	54	Firmicutes
PD42d_CeC2.Bin37	279	151	265	Bacteroidota
PD42d_CeC2.Bin42	150	86	134	Firmicutes
PD42d_CeC2.Bin44	270	158	275	Bacteroidota
PD42d_CeC3.Bin1	102	76	89	Firmicutes
PD42d_CeC3.Bin10	126	91	88	Firmicutes
PD42d_CeC3.Bin12	86	61	67	Firmicutes
PD42d_CeC3.Bin14	166	99	141	Firmicutes
PD42d_CeC3.Bin17	112	80	101	Firmicutes
PD42d_CeC3.Bin6	114	84	89	Cyanobacteria
PD42d_CeC3.Bin7	69	48	56	Firmicutes
PD42d_CeC4.Bin10	168	101	126	Firmicutes
PD42d_CeC4.Bin13	226	125	157	Proteobacteria
PD42d_CeC4.Bin14	171	111	175	Bacteroidota
PD42d_CeC4.Bin20	78	60	71	Fusobacteriota
PD42d_CeC4.Bin21	165	94	142	Firmicutes
PD42d_CeC4.Bin24	111	84	86	Firmicutes
PD42d_CeC4.Bin27	178	96	144	Firmicutes
PD42d_CeC4.Bin29	196	98	150	Firmicutes
PD42d_CeC4.Bin30	139	84	113	Firmicutes
PD42d_CeC4.Bin31	81	62	69	Firmicutes
PD42d_CeC4.Bin39	138	96	101	Cyanobacteria
PD42d_CeC4.Bin5	177	96	135	Firmicutes
PD42d_CeC4.Bin7	111	74	93	Firmicutes
PD42d_CeC4.Bin9	239	116	188	Firmicutes
PD42d_CeC5.Bin19	134	104	129	Bacteroidota
PD42d_CeC5.Bin21	100	70	70	Firmicutes
PD42d_CeC5.Bin28	111	68	95	Firmicutes
PD42d_CeC5.Bin29	50	38	46	Firmicutes
PD42d_CeC5.Bin30	289	140	231	Firmicutes
PD42d_CeC5.Bin34	223	116	171	Firmicutes
PD42d_CeC5.Bin44	134	93	102	Cyanobacteria
PD42d_CeC5.Bin46	107	67	97	Firmicutes
PD42d_CeC6.Bin11	169	88	143	Firmicutes
PD42d_CeC6.Bin25	154	93	125	Firmicutes
PD42d_CeC6.Bin29	198	118	165	Firmicutes
PD42d_CeC6.Bin3	284	133	225	Firmicutes
PD42d_CeC6.Bin40	179	95	143	Firmicutes
PD42d_CeC6.Bin45	145	91	139	Firmicutes
PD42d_CeC6.Bin46	183	115	193	Bacteroidota
PD42d_CeC7.Bin18	124	84	93	Cyanobacteria
PD42d_CeC7.Bin22	130	81	127	Firmicutes
PD42d_CeC7.Bin23	105	70	95	Firmicutes
PD42d_CeC7.Bin25	130	95	105	Firmicutes
PD42d_CeC7.Bin30	154	92	126	Firmicutes
PD42d_CeC7.Bin34	142	81	133	Firmicutes
PD42d_CeC7.Bin35	71	47	56	Firmicutes
PD42d_CeC7.Bin36	96	68	85	Firmicutes
PD42d_CeC7.Bin4	183	104	148	Fusobacteriota
PD42d_CeC7.Bin43	44	40	39	Firmicutes
PD42d_CeC7.Bin47	343	160	250	Firmicutes
PD42d_CeC7.Bin48	196	119	163	Firmicutes
PD42d_CeC7.Bin49	240	113	176	Firmicutes
PD42d_CeC7.Bin6	104	80	81	Cyanobacteria
PD42d_CeC8.Bin11	164	89	140	Firmicutes
PD42d_CeC8.Bin15	66	51	66	Firmicutes
PD42d_CeC8.Bin25	182	107	151	Firmicutes
PD42d_CeC8.Bin29	112	82	80	Firmicutes
PD70d_CeC1.Bin13	70	57	72	Firmicutes
PD70d_CeC1.Bin14	207	112	167	Firmicutes
PD70d_CeC1.Bin28	170	95	157	Desulfobacterota
PD70d_CeC1.Bin31	137	99	111	Firmicutes
PD70d_CeC1.Bin36	129	87	102	Proteobacteria
PD70d_CeC1.Bin37	106	76	80	Cyanobacteria
PD70d_CeC1.Bin43	206	103	159	Firmicutes
PD70d_CeC1.Bin48	228	121	174	Firmicutes
PD70d_CeC1.Bin49	182	104	132	Firmicutes
PD70d_CeC1.Bin51	213	117	177	Firmicutes
PD70d_CeC1.Bin60	95	73	71	Cyanobacteria
PD70d_CeC1.Bin65	196	109	153	Firmicutes
PD70d_CeC1.Bin76	240	118	249	Bacteroidota
PD70d_CeC1.Bin78	224	124	183	Firmicutes
PD70d_CeC2.Bin1	248	121	209	Firmicutes
PD70d_CeC2.Bin14	164	91	127	Firmicutes
PD70d_CeC2.Bin23	85	66	65	Firmicutes
PD70d_CeC2.Bin3	140	92	116	Firmicutes
PD70d_CeC2.Bin30	223	111	186	Firmicutes
PD70d_CeC2.Bin35	195	102	165	Firmicutes
PD70d_CeC2.Bin37	171	92	141	Firmicutes
PD70d_CeC2.Bin4	128	85	109	Firmicutes
PD70d_CeC2.Bin42	109	74	95	Firmicutes
PD70d_CeC2.Bin43	64	54	61	Firmicutes
PD70d_CeC2.Bin47	104	67	82	Firmicutes
PD70d_CeC2.Bin49	101	70	91	Firmicutes
PD70d_CeC2.Bin5	221	112	165	Firmicutes
PD70d_CeC2.Bin54	153	85	123	Firmicutes
PD70d_CeC2.Bin58	208	114	162	Firmicutes
PD70d_CeC2.Bin73	82	60	63	Firmicutes
PD70d_CeC3.Bin10	93	72	81	Firmicutes
PD70d_CeC3.Bin11	263	126	190	Firmicutes
PD70d_CeC3.Bin17	129	90	93	Cyanobacteria
PD70d_CeC3.Bin21	244	133	189	Firmicutes
PD70d_CeC3.Bin22	201	106	161	Firmicutes
PD70d_CeC3.Bin3	65	48	54	Firmicutes
PD70d_CeC3.Bin31	180	95	156	Firmicutes
PD70d_CeC3.Bin35	176	114	143	Firmicutes
PD70d_CeC3.Bin41	209	117	181	Firmicutes
PD70d_CeC3.Bin42	117	77	94	Firmicutes
PD70d_CeC3.Bin44	124	78	102	Firmicutes
PD70d_CeC3.Bin47	238	125	179	Firmicutes
PD70d_CeC3.Bin49	213	113	172	Firmicutes
PD70d_CeC3.Bin51	191	102	157	Firmicutes
PD70d_CeC3.Bin57	172	104	143	Firmicutes
PD70d_CeC3.Bin59	116	78	80	Firmicutes
PD70d_CeC3.Bin62	232	124	198	Firmicutes
PD70d_CeC3.Bin63	180	102	143	Firmicutes
PD70d_CeC3.Bin66	164	95	139	Firmicutes
PD70d_CeC3.Bin68	159	99	132	Firmicutes
PD70d_CeC3.Bin71	282	124	233	Firmicutes
PD70d_CeC3.Bin76	245	122	176	Firmicutes
PD70d_CeC3.Bin81	191	115	163	Firmicutes
PD70d_CeC3.Bin83	115	69	98	Firmicutes
PD70d_CeC3.Bin87	230	122	190	Firmicutes
PD70d_CeC3.Bin90	166	105	137	Firmicutes
PD70d_CeC3.Bin94	97	74	78	Firmicutes
PD70d_CeC3.Bin97	142	89	118	Firmicutes
PD70d_CeC4.Bin18	181	106	145	Firmicutes
PD70d_CeC4.Bin20	133	86	111	Firmicutes
PD70d_CeC4.Bin32	216	122	178	Firmicutes
PD70d_CeC4.Bin38	313	145	251	Firmicutes
PD70d_CeC4.Bin40	95	65	75	Firmicutes
PD70d_CeC4.Bin45	203	98	153	Firmicutes
PD70d_CeC4.Bin46	229	113	193	Firmicutes
PD70d_CeC4.Bin49	88	72	68	Cyanobacteria
PD70d_CeC4.Bin62	229	118	188	Firmicutes
PD70d_CeC5.Bin11	130	91	96	Cyanobacteria
PD70d_CeC5.Bin17	263	124	207	Firmicutes
PD70d_CeC5.Bin24	198	107	178	Firmicutes
PD70d_CeC5.Bin31	229	120	184	Firmicutes
PD70d_CeC5.Bin37	197	104	151	Firmicutes
PD70d_CeC5.Bin40	166	101	122	Proteobacteria
PD70d_CeC5.Bin42	250	128	208	Firmicutes
PD70d_CeC5.Bin44	199	115	168	Firmicutes
PD70d_CeC5.Bin47	377	153	380	Bacteroidota
PD70d_CeC5.Bin5	247	133	194	Firmicutes
PD70d_CeC5.Bin56	217	114	166	Firmicutes
PD70d_CeC5.Bin57	172	101	163	Desulfobacterota
PD70d_CeC5.Bin60	230	117	187	Firmicutes
PD70d_CeC5.Bin66	76	57	71	Firmicutes
PD70d_CeC5.Bin73	75	60	67	Firmicutes
PD70d_CeC5.Bin75	201	103	157	Firmicutes
PD70d_CeC5.Bin77	195	111	144	Firmicutes
PD70d_CeC5.Bin78	149	83	117	Firmicutes
PD70d_CeC6.Bin12	282	125	229	Firmicutes
PD70d_CeC6.Bin16	169	100	141	Firmicutes
PD70d_CeC6.Bin19	156	95	130	Firmicutes
PD70d_CeC6.Bin2	172	103	145	Firmicutes
PD70d_CeC6.Bin26	145	110	119	Bacteroidota
PD70d_CeC6.Bin3	95	72	74	Cyanobacteria
PD70d_CeC6.Bin39	144	103	106	Cyanobacteria
PD70d_CeC6.Bin40	76	57	63	Firmicutes
PD70d_CeC6.Bin48	195	103	164	Firmicutes
PD70d_CeC6.Bin49	189	113	165	Bacteroidota
PD70d_CeC6.Bin57	101	76	69	Firmicutes
PD70d_CeC6.Bin62	203	104	148	Firmicutes
PD70d_CeC6.Bin77	272	117	202	Firmicutes
PD70d_CeC6.Bin8	104	69	99	Firmicutes
PD70d_CeC6.Bin80	224	106	184	Firmicutes
PD70d_CeC7.Bin15	144	89	121	Firmicutes
PD70d_CeC7.Bin19	258	131	200	Firmicutes
PD70d_CeC7.Bin25	174	99	139	Firmicutes
PD70d_CeC7.Bin32	221	113	178	Firmicutes
PD70d_CeC7.Bin49	224	127	181	Firmicutes
PD70d_CeC7.Bin5	138	107	111	Proteobacteria
PD70d_CeC7.Bin57	191	117	165	Firmicutes
PD70d_CeC7.Bin58	325	155	287	Desulfobacterota
PD70d_CeC7.Bin69	115	78	98	Firmicutes
PD70d_CeC7.Bin8	102	71	87	Firmicutes
PD70d_CeC7.Bin80	100	75	80	Firmicutes
PD70d_CeC7.Bin82	139	91	119	Firmicutes
PD70d_CeC8.Bin10	162	97	136	Firmicutes
PD70d_CeC8.Bin11	214	109	177	Firmicutes
PD70d_CeC8.Bin12	85	57	75	Firmicutes
PD70d_CeC8.Bin20	114	67	103	Firmicutes
PD70d_CeC8.Bin22	238	122	182	Firmicutes
PD70d_CeC8.Bin33	224	119	175	Firmicutes
PD70d_CeC8.Bin34	293	133	234	Firmicutes
PD70d_CeC8.Bin36	90	61	84	Firmicutes
PD70d_CeC8.Bin37	135	105	109	Campylobacterota
PD70d_CeC8.Bin54	89	61	75	Firmicutes
PD70d_CeC8.Bin6	100	70	81	Firmicutes
PD70dCeC1.Bin10	129	83	107	Firmicutes
PD70dCeC1.Bin13	195	104	169	Firmicutes
PD70dCeC1.Bin26	160	88	132	Firmicutes
PD70dCeC1.Bin31	166	105	125	Firmicutes
PD70dCeC1.Bin36	174	95	124	Firmicutes
PD70dCeC1.Bin4	216	127	218	Bacteroidota
PD70dCeC1.Bin42	164	91	134	Firmicutes
PD70dCeC1.Bin43	253	128	205	Firmicutes
PD70dCeC1.Bin53	192	126	158	Firmicutes
PD70dCeC1.Bin57	104	73	92	Firmicutes
PD70dCeC1.Bin6	208	123	167	Firmicutes
PD70dCeC1.Bin67	170	96	140	Firmicutes
PD70dCeC1.Bin83	313	134	260	Firmicutes
PD70dCeC1.Bin84	188	111	136	Proteobacteria
PD70dCeC1.Bin91	98	65	83	Firmicutes
PD70dCeC2.Bin19	178	103	154	Firmicutes
PD70dCeC2.Bin2	213	134	196	Bacteroidota
PD70dCeC2.Bin22	113	89	95	Proteobacteria
PD70dCeC2.Bin34	257	115	210	Firmicutes
PD70dCeC2.Bin41	259	128	212	Firmicutes
PD70dCeC2.Bin45	133	83	118	Firmicutes
PD70dCeC2.Bin48	143	81	124	Firmicutes
PD70dCeC2.Bin49	160	97	121	Proteobacteria
PD70dCeC2.Bin51	76	52	77	Firmicutes
PD70dCeC2.Bin57	191	108	155	Firmicutes
PD70dCeC2.Bin65	104	68	82	Firmicutes
PD70dCeC2.Bin68	238	119	178	Firmicutes
PD70dCeC2.Bin69	224	121	192	Firmicutes
PD70dCeC3.Bin19	133	78	108	Firmicutes
PD70dCeC3.Bin24	160	100	135	Firmicutes
PD70dCeC3.Bin3	309	128	243	Firmicutes
PD70dCeC3.Bin32	189	109	141	Firmicutes
PD70dCeC3.Bin33	133	83	113	Firmicutes
PD70dCeC3.Bin37	105	74	82	Cyanobacteria
PD70dCeC3.Bin38	183	100	132	Firmicutes
PD70dCeC3.Bin43	143	91	109	Firmicutes
PD70dCeC3.Bin44	131	82	114	Firmicutes
PD70dCeC3.Bin52	203	114	172	Firmicutes
PD70dCeC3.Bin56	194	106	156	Firmicutes
PD70dCeC3.Bin62	215	110	170	Firmicutes
PD70dCeC3.Bin63	139	82	128	Firmicutes
PD70dCeC3.Bin78	155	101	127	Firmicutes
PD70dCeC3.Bin80	106	73	76	Bacteroidota
PD70dCeC3.Bin9	204	115	168	Firmicutes
PD70dCeC4.Bin2	105	74	78	Cyanobacteria
PD70dCeC4.Bin21	219	124	182	Firmicutes
PD70dCeC4.Bin22	258	123	199	Firmicutes
PD70dCeC4.Bin32	211	114	179	Firmicutes
PD70dCeC4.Bin33	188	105	158	Firmicutes
PD70dCeC4.Bin38	129	75	123	Firmicutes
PD70dCeC4.Bin39	180	98	144	Firmicutes
PD70dCeC4.Bin48	128	78	103	Firmicutes
PD70dCeC4.Bin53	524	161	375	Firmicutes
PD70dCeC4.Bin59	182	96	149	Firmicutes
PD70dCeC4.Bin63	140	90	119	Firmicutes
PD70dCeC4.Bin64	196	113	151	Firmicutes
PD70dCeC4.Bin68	166	98	118	Proteobacteria
PD70dCeC4.Bin69	90	64	76	Firmicutes
PD70dCeC4.Bin73	220	129	213	Bacteroidota
PD70dCeC5.Bin12	63	51	59	Firmicutes
PD70dCeC5.Bin17	193	111	161	Firmicutes
PD70dCeC5.Bin21	337	146	249	Firmicutes
PD70dCeC5.Bin29	176	104	139	Firmicutes
PD70dCeC5.Bin3	140	81	110	Proteobacteria
PD70dCeC5.Bin32	225	117	169	Firmicutes
PD70dCeC5.Bin33	185	103	145	Firmicutes
PD70dCeC5.Bin42	101	65	97	Firmicutes
PD70dCeC5.Bin56	205	109	159	Firmicutes
PD70dCeC5.Bin69	163	83	137	Firmicutes
PD70dCeC5.Bin7	107	67	91	Firmicutes
PD70dCeC5.Bin71	73	64	68	Proteobacteria
PD70dCeC5.Bin73	113	81	97	Firmicutes
PD70dCeC5.Bin9	192	116	176	Bacteroidota
PD70dCeC6.Bin1	150	91	116	Firmicutes
PD70dCeC6.Bin12	105	70	93	Firmicutes
PD70dCeC6.Bin25	125	86	105	Firmicutes
PD70dCeC6.Bin26	198	111	165	Firmicutes
PD70dCeC6.Bin51	145	76	120	Firmicutes
PD70dCeC6.Bin64	108	75	91	Firmicutes
PD70dCeC6.Bin68	181	102	158	Firmicutes
PD70dCeC6.Bin9	73	52	76	Firmicutes
PD70dCoC1.Bin12	207	115	174	Firmicutes
