genome	99%ANI	95%ANI
MAGs.PD70d_CeC4.Bin19	906_1	906
MAGs.PD70d_CeC6.Bin21	906_1	906
MAGs.PD70d_CeC8.Bin10	906_1	906
MAGs.FJCeC5.Bin63	906_2	906
MAGs.WFHCeC11L.Bin48	906_3	906
MAGs.SDCeC1.Bin52	906_4	906
MAGs.WFHCeC22L.Bin90	906_5	906
MAGs.HNCeC8.Bin8	907_0	907
MAGs.FJCeC2.Bin78	908_0	908
MAGs.HNCeC7.Bin82	909_1	909
MAGs.HNCeC8.Bin22	909_1	909
MAGs.SDQCeC2L.Bin35	909_1	909
MAGs.SDQCeC8L.Bin43	909_1	909
MAGs.SDQCeC9L.Bin61	909_1	909
MAGs.WFHCeC11L.Bin112	909_1	909
MAGs.WFHCeC1L.Bin43	909_1	909
MAGs.WFHCeC23L.Bin106	909_1	909
MAGs.WHYCeC2L.Bin15	909_1	909
MAGs.WHYCeC3L.Bin83	909_1	909
MAGs.WHYCeC7L.Bin56	909_1	909
MAGs.WHYCoC3.Bin76	909_1	909
MAGs.FJCeC1.Bin57	910_1	910
MAGs.WFHCeC21L.Bin80	910_1	910
MAGs.WFHCeC22L.Bin112	910_1	910
MAGs.WFHCeC25L.Bin9	910_2	910
MAGs.HNCeC11.Bin85	910_3	910
MAGs.HNCeC18.Bin29	910_4	910
MAGs.WFHCeC16L.Bin131	910_5	910
MAGs.SHCeC16.Bin87	910_6	910
MAGs.SHCeC24.Bin8	910_6	910
MAGs.SHCeC27.Bin116	910_6	910
MAGs.SHCeC18.Bin7	910_7	910
MAGs.SHCeC17.Bin107	910_8	910
MAGs.SHCeC16.Bin65	911_1	911
MAGs.SHCeC26.Bin60	911_1	911
MAGs.PD70dCeC3.Bin44	912_1	912
MAGs.PD70dCeC4.Bin63	912_1	912
MAGs.PD70d_CeC3.Bin97	912_1	912
MAGs.SHCeC15.Bin36	912_2	912
MAGs.SHCeC18.Bin84	912_3	912
MAGs.SHCeC28.Bin63	912_4	912
MAGs.SHCeC16.Bin71	912_5	912
MAGs.SHCeC18.Bin87	913_1	913
MAGs.SHCeC26.Bin103	913_1	913
MAGs.SHCeC7.Bin81	914_0	914
MAGs.MD70dCeC4.Bin27	915_1	915
MAGs.MD70d_CeC4.Bin36	915_1	915
MAGs.MD70d_CeC8.Bin42	915_1	915
MAGs.HNCeC14.Bin39	916_1	916
MAGs.WFHCeC1L.Bin74	916_2	916
MAGs.HNCeC10.Bin16	917_0	917
MAGs.WHYCeC6L.Bin48	918_1	918
MAGs.WHYCeC6R.Bin32	918_2	918
MAGs.MD42d_CeC1.Bin28	918_3	918
MAGs.MD42d_CeC2.Bin5	918_3	918
MAGs.MD42d_CeC3.Bin8	918_3	918
MAGs.MD42d_CeC6.Bin34	918_3	918
MAGs.MD42d_CeC7.Bin7	918_3	918
MAGs.MD42d_CeC8.Bin5	918_3	918
MAGs.PD42d_CeC1.Bin29	918_3	918
MAGs.PD42d_CeC2.Bin47	918_3	918
MAGs.PD42d_CeC6.Bin14	918_3	918
MAGs.PD70dCeC6.Bin1	918_3	918
MAGs.PD70d_CeC4.Bin40	918_3	918
MAGs.PD70d_CeC8.Bin54	918_3	918
MAGs.WHYCeC2R.Bin58	918_4	918
MAGs.WHYCeC7L.Bin65	918_5	918
MAGs.HNCeC7.Bin28	919_0	919
MAGs.FJCeC4.Bin84	920_1	920
MAGs.WFHCeC4L.Bin25	920_1	920
MAGs.FJCeC2.Bin16	920_2	920
MAGs.WFHCeC11L.Bin13	920_3	920
MAGs.HNCeC17.Bin15	920_4	920
MAGs.SDQCeC9L.Bin4	921_0	921
MAGs.SHCeC17.Bin55	922_1	922
MAGs.SHCeC26.Bin99	922_1	922
MAGs.PD42d_CeC4.Bin31	923_1	923
MAGs.PD42d_CeC7.Bin42	923_1	923
MAGs.PD70dCeC3.Bin86	923_1	923
MAGs.PD70dCeC4.Bin25	923_1	923
MAGs.PD70d_CeC3.Bin59	923_1	923
MAGs.PD70d_CeC7.Bin11	923_1	923
MAGs.PD42d_CeC2.Bin36	923_2	923
MAGs.SDQCeC1L.Bin54	923_3	923
MAGs.SDQCeC1R.Bin94	923_3	923
MAGs.HNCeC10.Bin102	923_4	923
MAGs.HNCeC5.Bin6	923_4	923
MAGs.FJCeC6.Bin27	923_5	923
MAGs.WFHCeC13L.Bin109	923_6	923
MAGs.WFHCeC12L.Bin86	923_7	923
MAGs.HNCeC17.Bin12	923_8	923
MAGs.HNCeC18.Bin106	923_9	923
MAGs.SHCeC16.Bin6	924_1	924
MAGs.SHCeC24.Bin27	924_1	924
MAGs.SHCeC27.Bin118	924_1	924
MAGs.SHCeC28.Bin92	924_1	924
MAGs.SHCeC17.Bin54	924_2	924
MAGs.SHCeC26.Bin88	924_2	924
MAGs.ANCeC1.Bin78	925_1	925
MAGs.ANCeC4.Bin27	925_1	925
MAGs.ANCeC5.Bin21	925_1	925
MAGs.SHCeC12.Bin104	925_1	925
MAGs.SDCeC5.Bin76	926_1	926
MAGs.WFHCeC14L.Bin91	926_1	926
MAGs.HNCeC15.Bin47	926_2	926
MAGs.HNCeC17.Bin52	926_2	926
MAGs.HNCeC7.Bin69	926_2	926
MAGs.JSCeC1.Bin60	926_2	926
MAGs.JSCeC3.Bin145	926_2	926
MAGs.JSCeC4.Bin103	926_2	926
MAGs.JSCeC5.Bin60	926_2	926
MAGs.SHCeC18.Bin39	926_2	926
MAGs.SXCeC2.Bin49	926_2	926
MAGs.SXCeC3.Bin25	926_2	926
MAGs.SXCeC4.Bin132	926_2	926
MAGs.SXCeC6.Bin17	926_2	926
MAGs.WFHCeC12L.Bin51	926_2	926
MAGs.WFHCeC25L.Bin65	926_2	926
MAGs.HNCeC8.Bin48	926_3	926
MAGs.WFHCeC21L.Bin66	926_4	926
MAGs.HNCeC5.Bin57	926_5	926
MAGs.HNCeC16.Bin103	926_6	926
MAGs.ANCeC4.Bin103	926_7	926
MAGs.ANCeC7.Bin42	926_8	926
MAGs.HNCeC18.Bin56	926_9	926
MAGs.HNCeC12.Bin11	927_0	927
MAGs.SXCeC5.Bin9	928_0	928
MAGs.HNCeC16.Bin117	929_1	929
MAGs.SDQCeC4L.Bin10	929_2	929
MAGs.HNCeC12.Bin23	930_1	930
MAGs.HNCeC16.Bin37	930_2	930
MAGs.ANCeC5.Bin55	931_1	931
MAGs.HBCeC2.Bin37	931_1	931
MAGs.HBCeC3.Bin2	931_1	931
MAGs.HNCeC15.Bin41	931_1	931
MAGs.PD70dCeC1.Bin91	931_1	931
MAGs.PD70d_CeC5.Bin73	931_1	931
MAGs.SDCeC1.Bin54	931_1	931
MAGs.SDCeC3.Bin45	931_1	931
MAGs.SHCeC28.Bin10	931_1	931
MAGs.SHCeC12.Bin103	932_0	932
MAGs.WFHCeC22L.Bin36	933_1	933
MAGs.WFHCeC24L.Bin96	933_1	933
MAGs.SDQCeC4L.Bin122	934_1	934
MAGs.SDQCeC4R.Bin68	934_1	934
MAGs.HNCeC6.Bin13	935_0	935
MAGs.JSCeC1.Bin41	936_1	936
MAGs.JSCeC2.Bin79	936_1	936
MAGs.JSCeC3.Bin23	936_1	936
MAGs.JSCeC4.Bin13	936_1	936
MAGs.JSCeC5.Bin102	936_1	936
MAGs.JSCeC6.Bin7	936_1	936
MAGs.SXCeC5.Bin2	936_1	936
MAGs.SSCeC-7.Bin14	937_0	937
MAGs.WFHCeC24L.Bin122	938_0	938
MAGs.WFHCeC14L.Bin4	939_1	939
MAGs.WFHCeC16L.Bin165	939_1	939
MAGs.WFHCeC22L.Bin122	939_1	939
MAGs.WFHCeC24L.Bin32	939_1	939
MAGs.ANCeC5.Bin16	940_1	940
MAGs.ANCeC6.Bin89	940_1	940
MAGs.FJCeC5.Bin4	941_1	941
MAGs.SSCeC-10.Bin42	941_1	941
MAGs.MD70dCeC3.Bin2	942_1	942
MAGs.MD70dCeC4.Bin40	942_1	942
MAGs.MD70dCeC6.Bin15	942_1	942
MAGs.MD70dCoC3.Bin1	942_1	942
MAGs.MD70dCoC7.Bin13	942_1	942
MAGs.MD70d_CeC1.Bin9	942_1	942
MAGs.MD70d_CeC3.Bin23	942_1	942
MAGs.MD70d_CeC4.Bin44	942_1	942
MAGs.MD70d_CeC5.Bin8	942_1	942
MAGs.MD70d_CeC7.Bin6	942_1	942
MAGs.MD70d_CeC8.Bin36	942_1	942
MAGs.PD70dCeC1.Bin8	942_1	942
MAGs.PD70dCeC2.Bin7	942_1	942
MAGs.PD70dCeC3.Bin84	942_1	942
MAGs.PD70dCeC4.Bin84	942_1	942
MAGs.PD70dCeC5.Bin65	942_1	942
MAGs.PD70dCeC6.Bin73	942_1	942
MAGs.PD70dCoC1.Bin20	942_1	942
MAGs.PD70dCoC5.Bin20	942_1	942
MAGs.PD70d_CeC1.Bin39	942_1	942
MAGs.PD70d_CeC2.Bin59	942_1	942
MAGs.PD70d_CeC3.Bin34	942_1	942
MAGs.PD70d_CeC4.Bin1	942_1	942
MAGs.PD70d_CeC5.Bin53	942_1	942
MAGs.PD70d_CeC6.Bin5	942_1	942
MAGs.PD70d_CeC7.Bin16	942_1	942
MAGs.PD70d_CeC8.Bin1	942_1	942
MAGs.JSCeC2.Bin123	943_1	943
MAGs.JSCeC5.Bin81	943_1	943
MAGs.JSCeC6.Bin46	943_1	943
MAGs.SDCeC1.Bin83	943_1	943
MAGs.SDCeC2.Bin48	943_1	943
MAGs.SDCeC3.Bin61	943_1	943
MAGs.SDCeC6.Bin16	943_1	943
MAGs.SXCeC4.Bin36	943_1	943
MAGs.SXCeC5.Bin45	943_1	943
MAGs.SXCeC6.Bin77	943_1	943
MAGs.WFHCeC11L.Bin31	943_2	943
MAGs.SDQCeC9L.Bin32	944_1	944
MAGs.WFHCeC1L.Bin40	944_2	944
MAGs.WFHCeC11L.Bin7	945_0	945
MAGs.SSCeC-10.Bin29	946_1	946
MAGs.SSCeC-7.Bin33	946_1	946
MAGs.SSCeC-9.Bin94	946_1	946
MAGs.WFHCeC13L.Bin82	946_2	946
MAGs.WHYCeC2L.Bin13	947_0	947
MAGs.FJCeC3.Bin5	948_1	948
MAGs.FJCeC5.Bin6	948_1	948
MAGs.WFHCeC16L.Bin21	948_1	948
MAGs.WFHCeC22L.Bin26	948_1	948
MAGs.WFHCeC25L.Bin94	948_1	948
MAGs.SSCeC-10.Bin69	948_2	948
MAGs.SSCeC-9.Bin44	948_2	948
MAGs.HNCeC16.Bin119	948_3	948
MAGs.SSCeC-7.Bin11	948_4	948
MAGs.ANCeC2.Bin76	949_1	949
MAGs.ANCeC3.Bin53	949_1	949
MAGs.SHCeC4.Bin15	949_1	949
MAGs.SHCeC15.Bin1	949_2	949
MAGs.SHCeC17.Bin97	949_2	949
MAGs.SHCeC18.Bin32	949_2	949
MAGs.SHCeC27.Bin52	949_3	949
MAGs.HEBCeC-17.Bin76	950_1	950
MAGs.WFHCeC13L.Bin14	950_2	950
MAGs.SHCeC27.Bin100	951_1	951
MAGs.SSCeC-9.Bin70	951_1	951
MAGs.ANCeC6.Bin124	952_1	952
MAGs.ANCeC7.Bin94	952_1	952
MAGs.GZCeC-10.Bin39	953_0	953
MAGs.WHYCoC3.Bin54	954_1	954
MAGs.WHYILC3.Bin1	954_1	954
MAGs.SDQCoC5.Bin25	954_2	954
MAGs.SDQILC2.Bin16	954_2	954
MAGs.SDQILC5.Bin21	954_2	954
MAGs.HEBCeC-25.Bin33	955_1	955
MAGs.SSCeC-10.Bin57	955_2	955
MAGs.FJCeC3.Bin78	956_0	956
MAGs.FJCeC5.Bin41	957_0	957
MAGs.WFHCeC14L.Bin38	958_0	958
MAGs.WFHCeC24L.Bin34	959_0	959
MAGs.MD42d_CeC1.Bin1	960_1	960
MAGs.MD42d_CeC3.Bin5	960_1	960
MAGs.MD42d_CeC7.Bin21	960_1	960
MAGs.WFHCeC16L.Bin43	961_0	961
MAGs.SSCeC-4.Bin61	962_1	962
MAGs.WFHCeC24L.Bin106	962_2	962
MAGs.FJCeC3.Bin11	963_1	963
MAGs.WHYCeC1R.Bin3	963_2	963
MAGs.WFHCeC16L.Bin118	964_0	964
MAGs.WNFCeC4L.Bin32	965_0	965
MAGs.SDQCoC4.Bin4	966_1	966
MAGs.WHYCoC6.Bin14	966_1	966
MAGs.WHYILC6.Bin2	966_1	966
MAGs.CeC108.Bin5	967_1	967
MAGs.CeC139.Bin15	967_1	967
MAGs.CeC161.Bin18	967_1	967
MAGs.CeC164.Bin29	967_1	967
MAGs.CeC68.Bin12	967_1	967
MAGs.GZCeC-25.Bin1	967_1	967
MAGs.GZCeC-26.Bin12	967_1	967
MAGs.GZCeC-30.Bin9	967_1	967
MAGs.GZCeC-8.Bin9	967_1	967
MAGs.GZCeC-9.Bin1	967_1	967
MAGs.HEBCeC-4.Bin15	967_1	967
MAGs.SDCeC2.Bin56	967_1	967
MAGs.SDCeC3.Bin33	967_1	967
MAGs.WHYCeC7R.Bin30	968_1	968
MAGs.WHYCeC8.Bin1	968_2	968
MAGs.SXCeC4.Bin61	968_3	968
MAGs.SXCeC5.Bin79	968_4	968
MAGs.JSCeC6.Bin81	968_5	968
MAGs.WFHCeC1L.Bin65	969_1	969
MAGs.WHYCeC4R.Bin18	969_1	969
MAGs.WHYCeC6R.Bin31	969_1	969
MAGs.HEBCeC-30.Bin35	969_2	969
MAGs.HEBCeC-17.Bin70	970_1	970
MAGs.HEBCeC-25.Bin34	970_1	970
MAGs.HNCeC8.Bin85	970_1	970
MAGs.MD42d_CeC4.Bin6	970_1	970
MAGs.MD42d_CeC5.Bin16	970_1	970
MAGs.MD42d_CeC6.Bin7	970_1	970
MAGs.PD42d_CeC2.Bin18	970_1	970
MAGs.PD42d_CeC4.Bin20	970_1	970
MAGs.PD42d_CeC6.Bin4	970_1	970
MAGs.PD42d_CeC7.Bin4	970_1	970
MAGs.PD42d_CeC8.Bin32	970_1	970
MAGs.PD70dCeC1.Bin22	970_1	970
MAGs.PD70dCoC1.Bin24	970_1	970
MAGs.PD70dCoC5.Bin30	970_1	970
MAGs.PD70d_CeC1.Bin30	970_1	970
MAGs.PD70d_CeC5.Bin45	970_1	970
MAGs.SDQCeC10L.Bin14	970_1	970
MAGs.SDQCeC1R.Bin126	970_1	970
MAGs.SDQCeC5L.Bin3	970_1	970
MAGs.SDQCeC9L.Bin77	970_1	970
MAGs.SDQCeC9R.Bin87	970_1	970
MAGs.SSCeC-4.Bin37	970_1	970
MAGs.SXCeC2.Bin112	970_2	970
MAGs.JSCeC2.Bin10	971_1	971
MAGs.JSCeC5.Bin83	971_1	971
MAGs.HNCeC10.Bin6	972_1	972
MAGs.HNCeC15.Bin21	972_1	972
MAGs.HNCeC18.Bin102	972_1	972
MAGs.PD42d_CeC2.Bin14	972_1	972
MAGs.PD42d_CeC4.Bin10	972_1	972
MAGs.PD42d_CeC7.Bin30	972_1	972
MAGs.PD70dCoC3.Bin2	972_1	972
MAGs.PD70dIlC3.Bin2	972_1	972
MAGs.SDQCoC4.Bin2	972_1	972
MAGs.SDQCoC8.Bin1	972_1	972
MAGs.CeC51.Bin10	973_0	973
MAGs.SXCeC1.Bin11	974_0	974
MAGs.ANCeC2.Bin54	975_1	975
MAGs.ANCeC3.Bin76	975_1	975
MAGs.ANCeC7.Bin62	975_1	975
MAGs.FJCeC2.Bin24	975_2	975
MAGs.HEBCeC-15.Bin39	976_1	976
MAGs.HEBCeC-17.Bin74	976_1	976
MAGs.HEBCeC-18.Bin50	976_1	976
MAGs.ANCeC4.Bin45	976_2	976
MAGs.FJCeC3.Bin73	977_0	977
MAGs.WFHCeC23L.Bin72	978_0	978
MAGs.WFHCeC23L.Bin35	979_0	979
MAGs.WHYCeC5R.Bin55	980_0	980
MAGs.JSCeC1.Bin51	981_1	981
MAGs.JSCeC2.Bin81	981_1	981
MAGs.JSCeC3.Bin77	981_1	981
MAGs.JSCeC4.Bin80	981_1	981
MAGs.JSCeC5.Bin29	981_1	981
MAGs.JSCeC6.Bin49	981_1	981
MAGs.SDCeC1.Bin68	981_1	981
MAGs.SDCeC2.Bin16	981_1	981
MAGs.SDCeC3.Bin18	981_1	981
MAGs.SXCeC1.Bin7	981_1	981
MAGs.SXCeC2.Bin10	981_1	981
MAGs.SXCeC3.Bin81	981_1	981
MAGs.SXCeC5.Bin81	981_1	981
MAGs.SXCeC6.Bin37	981_1	981
MAGs.CeC161.Bin26	981_2	981
MAGs.CeC164.Bin16	981_2	981
MAGs.FJCeC1.Bin61	981_2	981
MAGs.SSCeC-9.Bin62	981_2	981
MAGs.WFHCeC2L.Bin2	981_3	981
MAGs.SSCeC-10.Bin25	981_4	981
MAGs.SDQCeC8R.Bin25	982_1	982
MAGs.SSCeC-1.Bin57	982_2	982
MAGs.FJCeC6.Bin29	982_3	982
MAGs.SDQCeC4L.Bin106	982_4	982
MAGs.SDQCeC4R.Bin28	982_5	982
MAGs.SSCeC-2.Bin59	983_0	983
MAGs.FJCeC3.Bin8	984_1	984
MAGs.WFHCeC22L.Bin120	984_1	984
MAGs.WHYCeC1R.Bin13	984_1	984
MAGs.FJCeC5.Bin32	984_2	984
MAGs.FJCeC1.Bin33	984_3	984
MAGs.SSCeC-7.Bin39	985_0	985
MAGs.FJCeC2.Bin70	986_0	986
MAGs.WFHCeC16L.Bin127	987_0	987
MAGs.JSCeC1.Bin17	988_1	988
MAGs.JSCeC5.Bin4	988_1	988
MAGs.SDCeC1.Bin6	988_1	988
MAGs.SDCeC5.Bin38	988_1	988
MAGs.SDCeC6.Bin54	988_1	988
MAGs.SXCeC2.Bin77	988_1	988
MAGs.SXCeC3.Bin69	988_1	988
MAGs.WFHCeC16L.Bin133	988_2	988
MAGs.WFHCeC16L.Bin8	989_0	989
MAGs.SSCeC-7.Bin41	990_1	990
MAGs.SSCeC-9.Bin56	990_1	990
MAGs.FJCeC2.Bin119	991_1	991
MAGs.WFHCeC16L.Bin87	991_2	991
MAGs.WFHCeC24L.Bin23	991_3	991
MAGs.HEBCeC-25.Bin35	991_4	991
MAGs.JSCeC3.Bin1	992_1	992
MAGs.JSCeC4.Bin70	992_1	992
MAGs.ANCeC5.Bin6	993_1	993
MAGs.SSCeC-9.Bin55	993_2	993
MAGs.FJCeC5.Bin111	994_0	994
MAGs.PD70dCeC3.Bin26	995_1	995
MAGs.PD70dCeC4.Bin35	995_1	995
MAGs.PD70d_CeC3.Bin24	995_1	995
MAGs.PD70d_CeC7.Bin80	995_1	995
MAGs.HNCeC4.Bin62	995_2	995
MAGs.JSCeC2.Bin111	995_2	995
MAGs.SDQCeC9R.Bin1	995_2	995
MAGs.WFHCeC25L.Bin108	995_2	995
MAGs.HNCeC6.Bin38	995_3	995
MAGs.HNCeC11.Bin71	995_4	995
MAGs.SHCeC12.Bin96	995_5	995
MAGs.SHCeC27.Bin77	995_5	995
MAGs.WHYCeC1L.Bin46	995_6	995
MAGs.WHYCeC1R.Bin108	995_6	995
MAGs.HNCeC8.Bin91	996_0	996
MAGs.FJCeC5.Bin47	997_0	997
MAGs.WFHCeC2L.Bin32	998_0	998
MAGs.HNCeC11.Bin62	999_0	999
MAGs.HNCeC7.Bin70	1000_0	1000
MAGs.SDCeC4.Bin10	1001_0	1001
MAGs.HNCeC5.Bin51	1002_1	1002
MAGs.SDQCeC10L.Bin18	1002_2	1002
MAGs.HEBCeC-8.Bin2	1003_1	1003
MAGs.WFHCeC1L.Bin15	1003_2	1003
MAGs.FJCeC2.Bin52	1003_3	1003
MAGs.HEBCeC-4.Bin5	1004_1	1004
MAGs.HEBCeC-8.Bin6	1004_1	1004
MAGs.SXCeC2.Bin108	1005_1	1005
MAGs.SXCeC4.Bin52	1005_1	1005
MAGs.SXCeC6.Bin66	1005_1	1005
MAGs.CeC105.Bin21	1005_2	1005
MAGs.CeC112.Bin1	1005_2	1005
MAGs.CeC192.Bin5	1005_2	1005
MAGs.CeC200.Bin26	1005_2	1005
MAGs.SDCeC1.Bin25	1005_3	1005
MAGs.GZCeC-26.Bin37	1006_0	1006
MAGs.HEBCeC-18.Bin83	1007_0	1007
MAGs.ANCeC6.Bin91	1008_0	1008
MAGs.HEBCeC-15.Bin6	1009_1	1009
MAGs.HNCeC14.Bin19	1009_1	1009
MAGs.SDQCeC10L.Bin34	1009_1	1009
MAGs.SDQCeC8R.Bin31	1009_1	1009
MAGs.SSCeC-8.Bin5	1009_1	1009
MAGs.WFHCeC16L.Bin98	1009_1	1009
MAGs.FJCeC2.Bin57	1010_1	1010
MAGs.HNCeC8.Bin61	1010_1	1010
MAGs.SDQCeC10L.Bin21	1010_1	1010
MAGs.SDQCeC5L.Bin1	1010_1	1010
MAGs.SDQCeC8L.Bin6	1010_1	1010
MAGs.SSCeC-1.Bin67	1010_1	1010
MAGs.WFHCeC1L.Bin28	1010_1	1010
MAGs.WFHCeC23L.Bin26	1010_1	1010
MAGs.CeC198.Bin10	1010_2	1010
MAGs.SDQCeC9R.Bin41	1010_3	1010
MAGs.FJCeC6.Bin68	1011_1	1011
MAGs.WFHCeC25L.Bin48	1011_1	1011
MAGs.ANCeC4.Bin39	1011_2	1011
MAGs.FJCeC4.Bin54	1011_3	1011
MAGs.WHYCeC7R.Bin85	1011_4	1011
MAGs.SDCeC2.Bin36	1012_1	1012
MAGs.SDCeC3.Bin30	1012_1	1012
MAGs.WFHCeC12L.Bin106	1012_1	1012
MAGs.SDQCeC1R.Bin10	1012_2	1012
MAGs.CeC186.Bin11	1012_3	1012
MAGs.ANCeC6.Bin13	1013_1	1013
MAGs.ANCeC7.Bin105	1013_1	1013
MAGs.HEBCeC-17.Bin28	1014_1	1014
MAGs.HEBCeC-30.Bin7	1014_1	1014
MAGs.HNCeC12.Bin24	1015_1	1015
MAGs.HNCeC4.Bin61	1015_2	1015
MAGs.HNCeC14.Bin29	1016_0	1016
MAGs.MD14d_CeC_3.Bin25	1017_1	1017
MAGs.MD14d_CeC_4.Bin36	1017_1	1017
MAGs.MD14d_CeC_5.Bin46	1017_1	1017
MAGs.MD14d_CeC_7.Bin2	1017_1	1017
MAGs.MD14d_CeC_8.Bin18	1017_1	1017
MAGs.PD14d_CeC_1.Bin32	1017_1	1017
MAGs.PD14d_CeC_2.Bin10	1017_1	1017
MAGs.PD14d_CeC_5.Bin4	1017_1	1017
MAGs.PD14d_CeC_6.Bin10	1017_1	1017
MAGs.PD14d_CeC_7.Bin5	1017_1	1017
MAGs.PD14d_CeC_8.Bin8	1017_1	1017
MAGs.PD42d_CeC1.Bin28	1017_1	1017
MAGs.PD70dCeC1.Bin52	1018_1	1018
MAGs.PD70dCeC2.Bin58	1018_1	1018
MAGs.PD70dCeC3.Bin29	1018_1	1018
MAGs.PD70dCeC4.Bin34	1018_1	1018
MAGs.PD70dCeC5.Bin25	1018_1	1018
MAGs.PD70dCeC6.Bin14	1018_1	1018
MAGs.PD70d_CeC1.Bin57	1018_1	1018
MAGs.PD70d_CeC2.Bin62	1018_1	1018
MAGs.PD70d_CeC3.Bin90	1018_1	1018
MAGs.PD70d_CeC4.Bin44	1018_1	1018
MAGs.PD70d_CeC5.Bin23	1018_1	1018
MAGs.PD70d_CeC6.Bin10	1018_1	1018
MAGs.PD70d_CeC7.Bin13	1018_1	1018
MAGs.PD70d_CeC8.Bin46	1018_1	1018
MAGs.ANCeC1.Bin23	1018_2	1018
MAGs.ANCeC2.Bin16	1018_2	1018
MAGs.ANCeC3.Bin11	1018_2	1018
MAGs.SHCeC27.Bin39	1018_2	1018
MAGs.SHCeC4.Bin65	1018_2	1018
MAGs.ANCeC4.Bin17	1018_3	1018
MAGs.ANCeC5.Bin71	1018_4	1018
MAGs.ANCeC6.Bin81	1018_4	1018
MAGs.ANCeC7.Bin64	1018_5	1018
MAGs.CeC161.Bin29	1018_6	1018
MAGs.CeC51.Bin16	1018_6	1018
MAGs.CeC6.Bin26	1018_7	1018
MAGs.GZCeC-10.Bin15	1018_8	1018
MAGs.GZCeC-26.Bin14	1018_8	1018
MAGs.HBCeC1.Bin10	1018_9	1018
MAGs.HBCeC2.Bin32	1018_9	1018
MAGs.HBCeC3.Bin14	1018_9	1018
MAGs.JSCeC1.Bin43	1018_10	1018
MAGs.JSCeC2.Bin107	1018_10	1018
MAGs.JSCeC3.Bin71	1018_10	1018
MAGs.JSCeC5.Bin106	1018_10	1018
MAGs.SDCeC2.Bin47	1018_10	1018
MAGs.SXCeC1.Bin68	1018_10	1018
MAGs.SXCeC2.Bin71	1018_10	1018
MAGs.SXCeC4.Bin113	1018_10	1018
MAGs.SXCeC6.Bin92	1018_10	1018
MAGs.SDCeC3.Bin22	1018_11	1018
MAGs.SDCeC1.Bin19	1018_12	1018
MAGs.SDCeC5.Bin36	1018_12	1018
MAGs.SXCeC3.Bin71	1018_12	1018
MAGs.JSCeC4.Bin89	1018_13	1018
MAGs.SXCeC5.Bin66	1018_14	1018
MAGs.SDQCeC9R.Bin71	1018_15	1018
MAGs.WFHCeC3L.Bin25	1018_16	1018
MAGs.SSCeC-3.Bin27	1018_17	1018
MAGs.WFHCeC4L.Bin24	1018_18	1018
MAGs.WHYCeC1L.Bin8	1018_19	1018
MAGs.SSCeC-7.Bin26	1018_20	1018
MAGs.WHYCoC1.Bin40	1018_21	1018
MAGs.WHYCeC2R.Bin5	1018_22	1018
MAGs.SSCeC-5.Bin9	1018_23	1018
MAGs.WHYCeC2L.Bin21	1018_24	1018
MAGs.SDQCeC3L.Bin37	1018_25	1018
MAGs.FJCeC4.Bin104	1018_26	1018
MAGs.WHYCeC3R.Bin13	1018_27	1018
MAGs.WFHCeC13L.Bin66	1018_28	1018
MAGs.WFHCeC21L.Bin7	1018_29	1018
MAGs.WFHCeC12L.Bin32	1018_30	1018
MAGs.CeC38.Bin1	1018_31	1018
MAGs.CeC192.Bin83	1018_32	1018
MAGs.WFHCeC24L.Bin44	1018_33	1018
MAGs.WFHCeC22L.Bin57	1019_0	1019
MAGs.ANCeC4.Bin32	1020_1	1020
MAGs.FJCeC2.Bin8	1020_2	1020
MAGs.WFHCeC21L.Bin126	1020_3	1020
MAGs.FJCeC1.Bin60	1021_0	1021
MAGs.CeC67.Bin35	1022_1	1022
MAGs.SHCeC24.Bin110	1022_2	1022
MAGs.HEBCeC-15.Bin35	1023_1	1023
MAGs.HEBCeC-17.Bin54	1023_1	1023
MAGs.HEBCeC-21.Bin14	1023_1	1023
MAGs.HEBCeC-22.Bin10	1023_1	1023
MAGs.HEBCeC-30.Bin3	1023_1	1023
MAGs.HEBCeC-25.Bin44	1023_2	1023
MAGs.JSCeC3.Bin4	1023_3	1023
MAGs.JSCeC4.Bin16	1023_3	1023
MAGs.SXCeC5.Bin57	1023_3	1023
MAGs.WFHCeC3L.Bin61	1023_4	1023
MAGs.WHYCeC4L.Bin4	1023_5	1023
MAGs.SDQCeC8R.Bin8	1023_6	1023
MAGs.SDQCeC4R.Bin64	1023_7	1023
MAGs.SDQCeC1R.Bin62	1023_8	1023
MAGs.WFHCeC13L.Bin40	1023_9	1023
MAGs.WFHCeC25L.Bin103	1023_10	1023
MAGs.SDQCeC10L.Bin31	1023_11	1023
MAGs.FJCeC5.Bin87	1023_12	1023
MAGs.JSCeC6.Bin47	1023_13	1023
MAGs.FJCeC1.Bin55	1023_14	1023
MAGs.HNCeC13.Bin43	1023_15	1023
MAGs.WFHCeC14L.Bin45	1023_16	1023
MAGs.WFHCeC16L.Bin148	1023_17	1023
MAGs.GZCeC-10.Bin19	1023_18	1023
MAGs.CeC105.Bin32	1023_19	1023
MAGs.SDQCeC2L.Bin23	1024_1	1024
MAGs.WHYCeC2L.Bin39	1024_2	1024
MAGs.WNCeC1L.Bin44	1024_3	1024
MAGs.WNFCeC3L.Bin26	1024_4	1024
MAGs.HNCeC8.Bin77	1025_0	1025
