id	genes	cazyfamily	phylum
MD70d_CeC8.Bin2	164	60	Verrucomicrobiota
MD70d_CeC8.Bin25	56	27	Firmicutes
MD70d_CeC8.Bin29	61	34	Firmicutes
MD70d_CeC8.Bin33	304	102	Bacteroidota
MD70d_CeC8.Bin42	64	36	Firmicutes
MD70d_CeC8.Bin43	53	33	Firmicutes
MD70d_CeC8.Bin44	64	36	Firmicutes
MD70d_CeC8.Bin7	54	31	Firmicutes
MD70d_CeC8.Bin8	33	21	Firmicutes
MD70dCeC1.Bin16	72	37	Firmicutes
MD70dCeC1.Bin18	51	24	Firmicutes
MD70dCeC1.Bin28	120	53	Firmicutes
MD70dCeC1.Bin29	69	29	Firmicutes
MD70dCeC1.Bin3	32	25	Cyanobacteria
MD70dCeC1.Bin47	55	28	Firmicutes
MD70dCeC1.Bin50	194	73	Bacteroidota
MD70dCeC1.Bin53	85	28	Firmicutes
MD70dCeC1.Bin59	75	36	Firmicutes
MD70dCeC2.Bin13	49	27	Firmicutes
MD70dCeC2.Bin17	189	61	Firmicutes
MD70dCeC2.Bin18	81	28	Firmicutes
MD70dCeC2.Bin23	200	92	Bacteroidota
MD70dCeC2.Bin29	78	32	Firmicutes
MD70dCeC3.Bin1	63	30	Firmicutes
MD70dCeC3.Bin12	39	25	Firmicutes
MD70dCeC3.Bin14	41	26	Proteobacteria
MD70dCeC3.Bin20	106	42	Firmicutes
MD70dCeC3.Bin23	79	43	Bacteroidota
MD70dCeC3.Bin31	92	39	Firmicutes
MD70dCeC4.Bin10	71	37	Firmicutes
MD70dCeC4.Bin11	94	38	Firmicutes
MD70dCeC4.Bin14	84	36	Firmicutes
MD70dCeC4.Bin22	45	31	Firmicutes
MD70dCeC4.Bin23	102	41	Firmicutes
MD70dCeC4.Bin27	43	29	Firmicutes
MD70dCeC4.Bin31	112	54	Firmicutes
MD70dCeC4.Bin7	54	24	Firmicutes
MD70dCeC5.Bin10	37	22	Firmicutes
MD70dCeC5.Bin21	58	28	Firmicutes
MD70dCeC5.Bin22	51	27	Cyanobacteria
MD70dCeC5.Bin23	141	37	Firmicutes
MD70dCeC5.Bin26	125	48	Firmicutes
MD70dCeC5.Bin3	88	29	Firmicutes
MD70dCeC5.Bin34	116	51	Firmicutes
MD70dCeC5.Bin4	58	28	Firmicutes
MD70dCeC5.Bin41	142	57	Firmicutes
MD70dCeC5.Bin42	87	37	Firmicutes
MD70dCeC5.Bin6	156	54	Firmicutes
MD70dCeC6.Bin20	54	27	Firmicutes
MD70dCeC6.Bin21	42	26	Firmicutes
MD70dCeC6.Bin5	108	43	Firmicutes
MD70dCeC6.Bin7	94	40	Firmicutes
MD70dCoC1.Bin1	81	34	Firmicutes
MD7d_CeC_3.Bin10	78	31	Firmicutes
MD7d_CeC_3.Bin4	166	66	Firmicutes
MD7d_CeC_3.Bin6	97	48	Firmicutes
MD7d_CeC_3.Bin7	418	120	Firmicutes
MD7d_CeC_6.Bin15	76	31	Firmicutes
MD7d_CeC_6.Bin2	40	23	Firmicutes
MD7d_CeC_6.Bin4	130	61	Firmicutes
MD7d_CeC_6.Bin7	140	58	Proteobacteria
MD7d_CeC_6.Bin9	84	42	Firmicutes
PD14d_CeC_6.Bin12	58	30	Firmicutes
PD14d_CeC_6.Bin13	66	31	Firmicutes
PD14d_CeC_6.Bin17	28	18	Firmicutes
PD14d_CeC_6.Bin21	62	30	Firmicutes
PD14d_CeC_6.Bin23	158	54	Firmicutes
PD14d_CeC_6.Bin25	107	48	Firmicutes
PD14d_CeC_6.Bin6	44	25	Firmicutes
PD14d_CeC_6.Bin7	104	35	Firmicutes
PD14d_CeC_6.Bin8	73	34	Firmicutes
PD14d_CeC_7.Bin21	24	16	Firmicutes
PD14d_CeC_7.Bin5	69	32	Firmicutes
PD14d_CeC_8.Bin11	73	32	Firmicutes
PD14d_CeC_8.Bin16	42	28	Firmicutes
PD14d_CeC_8.Bin17	46	21	Firmicutes
PD14d_CeC_8.Bin24	44	27	Firmicutes
PD14d_CeC_8.Bin26	71	29	Firmicutes
PD14d_CeC_8.Bin28	89	43	Firmicutes
PD14d_CeC_8.Bin7	137	54	Firmicutes
PD14d_CeC_8.Bin8	94	29	Firmicutes
PD3d_CeC_7.Bin1	108	53	Proteobacteria
PD42d_CeC1.Bin14	141	54	Firmicutes
PD42d_CeC1.Bin15	105	40	Firmicutes
PD42d_CeC1.Bin18	111	45	Firmicutes
PD42d_CeC1.Bin23	12	8	Firmicutes
PD42d_CeC1.Bin26	310	110	Bacteroidota
PD42d_CeC1.Bin27	85	37	Firmicutes
PD42d_CeC1.Bin28	27	16	Firmicutes
PD42d_CeC1.Bin3	43	16	Firmicutes
PD42d_CeC1.Bin30	10	8	Firmicutes
PD42d_CeC1.Bin32	23	14	Actinobacteriota
PD42d_CeC1.Bin36	90	33	Firmicutes
PD42d_CeC1.Bin37	50	33	Firmicutes
PD42d_CeC1.Bin38	89	34	Firmicutes
PD42d_CeC1.Bin44	80	43	Firmicutes
PD42d_CeC1.Bin45	66	32	Firmicutes
PD42d_CeC1.Bin5	48	30	Firmicutes
PD42d_CeC1.Bin52	130	55	Firmicutes
PD42d_CeC1.Bin9	67	30	Firmicutes
PD42d_CeC2.Bin1	320	100	Bacteroidota
PD42d_CeC2.Bin14	43	23	Firmicutes
PD42d_CeC2.Bin16	80	34	Firmicutes
PD42d_CeC2.Bin17	54	29	Firmicutes
PD42d_CeC2.Bin19	58	32	Firmicutes
PD42d_CeC2.Bin2	32	18	Firmicutes
PD42d_CeC2.Bin26	34	20	Firmicutes
PD42d_CeC2.Bin28	389	116	Bacteroidota
PD42d_CeC2.Bin29	67	37	Firmicutes
PD42d_CeC2.Bin3	85	33	Firmicutes
PD42d_CeC2.Bin36	40	28	Firmicutes
PD42d_CeC2.Bin37	350	109	Bacteroidota
PD42d_CeC2.Bin42	79	40	Firmicutes
PD42d_CeC2.Bin44	248	81	Bacteroidota
PD42d_CeC3.Bin1	60	33	Firmicutes
PD42d_CeC3.Bin10	65	38	Firmicutes
PD42d_CeC3.Bin12	46	27	Firmicutes
PD42d_CeC3.Bin14	87	35	Firmicutes
PD42d_CeC3.Bin17	93	55	Firmicutes
PD42d_CeC3.Bin6	52	31	Cyanobacteria
PD42d_CeC3.Bin7	19	11	Firmicutes
PD42d_CeC4.Bin10	66	33	Firmicutes
PD42d_CeC4.Bin13	55	27	Proteobacteria
PD42d_CeC4.Bin14	165	66	Bacteroidota
PD42d_CeC4.Bin20	15	13	Fusobacteriota
PD42d_CeC4.Bin21	98	42	Firmicutes
PD42d_CeC4.Bin24	59	32	Firmicutes
PD42d_CeC4.Bin27	63	33	Firmicutes
PD42d_CeC4.Bin29	47	27	Firmicutes
PD42d_CeC4.Bin30	23	13	Firmicutes
PD42d_CeC4.Bin31	39	30	Firmicutes
PD42d_CeC4.Bin39	72	34	Cyanobacteria
PD42d_CeC4.Bin5	50	26	Firmicutes
PD42d_CeC4.Bin7	75	35	Firmicutes
PD42d_CeC4.Bin9	63	28	Firmicutes
PD42d_CeC5.Bin19	113	54	Bacteroidota
PD42d_CeC5.Bin21	46	24	Firmicutes
PD42d_CeC5.Bin28	56	30	Firmicutes
PD42d_CeC5.Bin29	9	6	Firmicutes
PD42d_CeC5.Bin30	161	56	Firmicutes
PD42d_CeC5.Bin34	55	28	Firmicutes
PD42d_CeC5.Bin44	83	38	Cyanobacteria
PD42d_CeC5.Bin46	88	44	Firmicutes
PD42d_CeC6.Bin11	64	31	Firmicutes
PD42d_CeC6.Bin25	87	43	Firmicutes
PD42d_CeC6.Bin29	73	35	Firmicutes
PD42d_CeC6.Bin3	107	45	Firmicutes
PD42d_CeC6.Bin40	39	24	Firmicutes
PD42d_CeC6.Bin45	145	51	Firmicutes
PD42d_CeC6.Bin46	164	68	Bacteroidota
PD42d_CeC7.Bin18	61	35	Cyanobacteria
PD42d_CeC7.Bin22	118	45	Firmicutes
PD42d_CeC7.Bin23	42	20	Firmicutes
PD42d_CeC7.Bin25	27	18	Firmicutes
PD42d_CeC7.Bin30	62	29	Firmicutes
PD42d_CeC7.Bin34	124	52	Firmicutes
PD42d_CeC7.Bin35	18	11	Firmicutes
PD42d_CeC7.Bin36	96	48	Firmicutes
PD42d_CeC7.Bin4	86	44	Fusobacteriota
PD42d_CeC7.Bin43	15	9	Firmicutes
PD42d_CeC7.Bin47	55	20	Firmicutes
PD42d_CeC7.Bin48	146	71	Firmicutes
PD42d_CeC7.Bin49	48	25	Firmicutes
PD42d_CeC7.Bin6	53	31	Cyanobacteria
PD42d_CeC8.Bin11	50	21	Firmicutes
PD42d_CeC8.Bin15	31	21	Firmicutes
PD42d_CeC8.Bin25	90	37	Firmicutes
PD42d_CeC8.Bin29	52	28	Firmicutes
PD70d_CeC1.Bin13	78	42	Firmicutes
PD70d_CeC1.Bin14	65	35	Firmicutes
PD70d_CeC1.Bin28	39	28	Desulfobacterota
PD70d_CeC1.Bin31	43	24	Firmicutes
PD70d_CeC1.Bin36	28	18	Proteobacteria
PD70d_CeC1.Bin37	50	25	Cyanobacteria
PD70d_CeC1.Bin43	77	36	Firmicutes
PD70d_CeC1.Bin48	102	41	Firmicutes
PD70d_CeC1.Bin49	66	36	Firmicutes
PD70d_CeC1.Bin51	140	53	Firmicutes
PD70d_CeC1.Bin60	37	24	Cyanobacteria
PD70d_CeC1.Bin65	109	49	Firmicutes
PD70d_CeC1.Bin76	515	117	Bacteroidota
PD70d_CeC1.Bin78	53	28	Firmicutes
PD70d_CeC2.Bin1	134	53	Firmicutes
PD70d_CeC2.Bin14	61	27	Firmicutes
PD70d_CeC2.Bin23	37	25	Firmicutes
PD70d_CeC2.Bin3	57	31	Firmicutes
PD70d_CeC2.Bin30	81	35	Firmicutes
PD70d_CeC2.Bin35	39	16	Firmicutes
PD70d_CeC2.Bin37	96	42	Firmicutes
PD70d_CeC2.Bin4	80	36	Firmicutes
PD70d_CeC2.Bin42	78	39	Firmicutes
PD70d_CeC2.Bin43	31	20	Firmicutes
PD70d_CeC2.Bin47	67	35	Firmicutes
PD70d_CeC2.Bin49	57	38	Firmicutes
PD70d_CeC2.Bin5	71	28	Firmicutes
PD70d_CeC2.Bin54	96	39	Firmicutes
PD70d_CeC2.Bin58	116	57	Firmicutes
PD70d_CeC2.Bin73	45	27	Firmicutes
PD70d_CeC3.Bin10	36	21	Firmicutes
PD70d_CeC3.Bin11	94	36	Firmicutes
PD70d_CeC3.Bin17	56	30	Cyanobacteria
PD70d_CeC3.Bin21	90	39	Firmicutes
PD70d_CeC3.Bin22	115	45	Firmicutes
PD70d_CeC3.Bin3	18	11	Firmicutes
PD70d_CeC3.Bin31	39	26	Firmicutes
PD70d_CeC3.Bin35	67	30	Firmicutes
PD70d_CeC3.Bin41	139	50	Firmicutes
PD70d_CeC3.Bin42	21	11	Firmicutes
PD70d_CeC3.Bin44	89	31	Firmicutes
PD70d_CeC3.Bin47	51	30	Firmicutes
PD70d_CeC3.Bin49	86	34	Firmicutes
PD70d_CeC3.Bin51	85	38	Firmicutes
PD70d_CeC3.Bin57	108	38	Firmicutes
PD70d_CeC3.Bin59	84	40	Firmicutes
PD70d_CeC3.Bin62	74	35	Firmicutes
PD70d_CeC3.Bin63	59	29	Firmicutes
PD70d_CeC3.Bin66	33	18	Firmicutes
PD70d_CeC3.Bin68	50	27	Firmicutes
PD70d_CeC3.Bin71	117	47	Firmicutes
PD70d_CeC3.Bin76	83	31	Firmicutes
PD70d_CeC3.Bin81	114	50	Firmicutes
PD70d_CeC3.Bin83	66	37	Firmicutes
PD70d_CeC3.Bin87	109	46	Firmicutes
PD70d_CeC3.Bin90	54	21	Firmicutes
PD70d_CeC3.Bin94	39	25	Firmicutes
PD70d_CeC3.Bin97	121	63	Firmicutes
PD70d_CeC4.Bin18	52	36	Firmicutes
PD70d_CeC4.Bin20	38	22	Firmicutes
PD70d_CeC4.Bin32	142	54	Firmicutes
PD70d_CeC4.Bin38	151	56	Firmicutes
PD70d_CeC4.Bin40	69	36	Firmicutes
PD70d_CeC4.Bin45	132	42	Firmicutes
PD70d_CeC4.Bin46	74	35	Firmicutes
PD70d_CeC4.Bin49	44	19	Cyanobacteria
PD70d_CeC4.Bin62	93	41	Firmicutes
PD70d_CeC5.Bin11	66	25	Cyanobacteria
PD70d_CeC5.Bin17	54	18	Firmicutes
PD70d_CeC5.Bin24	91	35	Firmicutes
PD70d_CeC5.Bin31	92	32	Firmicutes
PD70d_CeC5.Bin37	70	32	Firmicutes
PD70d_CeC5.Bin40	34	19	Proteobacteria
PD70d_CeC5.Bin42	194	77	Firmicutes
PD70d_CeC5.Bin44	47	26	Firmicutes
PD70d_CeC5.Bin47	700	139	Bacteroidota
PD70d_CeC5.Bin5	63	33	Firmicutes
PD70d_CeC5.Bin56	63	27	Firmicutes
PD70d_CeC5.Bin57	46	26	Desulfobacterota
PD70d_CeC5.Bin60	183	63	Firmicutes
PD70d_CeC5.Bin66	48	27	Firmicutes
PD70d_CeC5.Bin73	55	34	Firmicutes
PD70d_CeC5.Bin75	82	37	Firmicutes
PD70d_CeC5.Bin77	82	37	Firmicutes
PD70d_CeC5.Bin78	83	34	Firmicutes
PD70d_CeC6.Bin12	143	52	Firmicutes
PD70d_CeC6.Bin16	69	32	Firmicutes
PD70d_CeC6.Bin19	119	62	Firmicutes
PD70d_CeC6.Bin2	121	50	Firmicutes
PD70d_CeC6.Bin26	124	56	Bacteroidota
PD70d_CeC6.Bin3	33	20	Cyanobacteria
PD70d_CeC6.Bin39	75	35	Cyanobacteria
PD70d_CeC6.Bin40	41	19	Firmicutes
PD70d_CeC6.Bin48	124	53	Firmicutes
PD70d_CeC6.Bin49	95	43	Bacteroidota
PD70d_CeC6.Bin57	47	29	Firmicutes
PD70d_CeC6.Bin62	85	34	Firmicutes
PD70d_CeC6.Bin77	70	31	Firmicutes
PD70d_CeC6.Bin8	75	38	Firmicutes
PD70d_CeC6.Bin80	71	30	Firmicutes
PD70d_CeC7.Bin15	39	24	Firmicutes
PD70d_CeC7.Bin19	122	55	Firmicutes
PD70d_CeC7.Bin25	59	31	Firmicutes
PD70d_CeC7.Bin32	79	36	Firmicutes
PD70d_CeC7.Bin49	130	60	Firmicutes
PD70d_CeC7.Bin5	55	29	Proteobacteria
PD70d_CeC7.Bin57	138	49	Firmicutes
PD70d_CeC7.Bin58	79	35	Desulfobacterota
PD70d_CeC7.Bin69	63	35	Firmicutes
PD70d_CeC7.Bin8	54	34	Firmicutes
PD70d_CeC7.Bin80	42	22	Firmicutes
PD70d_CeC7.Bin82	29	19	Firmicutes
PD70d_CeC8.Bin10	101	48	Firmicutes
PD70d_CeC8.Bin11	104	39	Firmicutes
PD70d_CeC8.Bin12	34	22	Firmicutes
PD70d_CeC8.Bin20	36	19	Firmicutes
PD70d_CeC8.Bin22	87	38	Firmicutes
PD70d_CeC8.Bin33	51	30	Firmicutes
PD70d_CeC8.Bin34	107	46	Firmicutes
PD70d_CeC8.Bin36	56	34	Firmicutes
PD70d_CeC8.Bin37	49	22	Campylobacterota
PD70d_CeC8.Bin54	63	36	Firmicutes
PD70d_CeC8.Bin6	27	20	Firmicutes
PD70dCeC1.Bin10	85	32	Firmicutes
PD70dCeC1.Bin13	89	34	Firmicutes
PD70dCeC1.Bin26	68	32	Firmicutes
PD70dCeC1.Bin31	81	33	Firmicutes
PD70dCeC1.Bin36	56	28	Firmicutes
PD70dCeC1.Bin4	183	67	Bacteroidota
PD70dCeC1.Bin42	88	37	Firmicutes
PD70dCeC1.Bin43	123	51	Firmicutes
PD70dCeC1.Bin53	104	48	Firmicutes
PD70dCeC1.Bin57	60	26	Firmicutes
PD70dCeC1.Bin6	96	38	Firmicutes
PD70dCeC1.Bin67	78	41	Firmicutes
PD70dCeC1.Bin83	182	62	Firmicutes
PD70dCeC1.Bin84	37	22	Proteobacteria
PD70dCeC1.Bin91	66	40	Firmicutes
PD70dCeC2.Bin19	104	54	Firmicutes
PD70dCeC2.Bin2	104	41	Bacteroidota
PD70dCeC2.Bin22	41	22	Proteobacteria
PD70dCeC2.Bin34	193	61	Firmicutes
PD70dCeC2.Bin41	133	54	Firmicutes
PD70dCeC2.Bin45	88	39	Firmicutes
PD70dCeC2.Bin48	47	24	Firmicutes
PD70dCeC2.Bin49	34	20	Proteobacteria
PD70dCeC2.Bin51	70	35	Firmicutes
PD70dCeC2.Bin57	74	35	Firmicutes
PD70dCeC2.Bin65	45	24	Firmicutes
PD70dCeC2.Bin68	66	32	Firmicutes
PD70dCeC2.Bin69	154	53	Firmicutes
PD70dCeC3.Bin19	101	36	Firmicutes
PD70dCeC3.Bin24	36	23	Firmicutes
PD70dCeC3.Bin3	134	44	Firmicutes
PD70dCeC3.Bin32	69	29	Firmicutes
PD70dCeC3.Bin33	69	31	Firmicutes
PD70dCeC3.Bin37	46	25	Cyanobacteria
PD70dCeC3.Bin38	65	33	Firmicutes
PD70dCeC3.Bin43	26	15	Firmicutes
PD70dCeC3.Bin44	165	71	Firmicutes
PD70dCeC3.Bin52	140	51	Firmicutes
PD70dCeC3.Bin56	90	40	Firmicutes
PD70dCeC3.Bin62	54	28	Firmicutes
PD70dCeC3.Bin63	136	46	Firmicutes
PD70dCeC3.Bin78	60	32	Firmicutes
PD70dCeC3.Bin80	97	48	Bacteroidota
PD70dCeC3.Bin9	65	33	Firmicutes
PD70dCeC4.Bin2	44	26	Cyanobacteria
PD70dCeC4.Bin21	149	55	Firmicutes
PD70dCeC4.Bin22	91	45	Firmicutes
PD70dCeC4.Bin32	74	33	Firmicutes
PD70dCeC4.Bin33	92	40	Firmicutes
PD70dCeC4.Bin38	128	48	Firmicutes
PD70dCeC4.Bin39	30	18	Firmicutes
PD70dCeC4.Bin48	88	33	Firmicutes
PD70dCeC4.Bin53	192	55	Firmicutes
PD70dCeC4.Bin59	44	22	Firmicutes
PD70dCeC4.Bin63	156	70	Firmicutes
PD70dCeC4.Bin64	70	32	Firmicutes
PD70dCeC4.Bin68	33	20	Proteobacteria
PD70dCeC4.Bin69	47	32	Firmicutes
PD70dCeC4.Bin73	248	74	Bacteroidota
PD70dCeC5.Bin12	56	26	Firmicutes
PD70dCeC5.Bin17	34	15	Firmicutes
PD70dCeC5.Bin21	122	37	Firmicutes
PD70dCeC5.Bin29	70	38	Firmicutes
PD70dCeC5.Bin3	28	16	Proteobacteria
PD70dCeC5.Bin32	55	31	Firmicutes
PD70dCeC5.Bin33	58	43	Firmicutes
PD70dCeC5.Bin42	60	34	Firmicutes
PD70dCeC5.Bin56	163	54	Firmicutes
PD70dCeC5.Bin69	49	26	Firmicutes
PD70dCeC5.Bin7	72	35	Firmicutes
PD70dCeC5.Bin71	32	19	Proteobacteria
PD70dCeC5.Bin73	32	21	Firmicutes
PD70dCeC5.Bin9	98	40	Bacteroidota
PD70dCeC6.Bin1	92	44	Firmicutes
PD70dCeC6.Bin12	99	47	Firmicutes
PD70dCeC6.Bin25	54	29	Firmicutes
PD70dCeC6.Bin26	89	36	Firmicutes
PD70dCeC6.Bin51	45	34	Firmicutes
PD70dCeC6.Bin64	75	42	Firmicutes
PD70dCeC6.Bin68	85	38	Firmicutes
PD70dCeC6.Bin9	81	33	Firmicutes
PD70dCoC1.Bin12	42	16	Firmicutes
PD70dCoC1.Bin13	51	31	Firmicutes
PD70dCoC1.Bin26	39	25	Proteobacteria
PD70dCoC1.Bin3	75	33	Firmicutes
PD70dCoC3.Bin2	41	26	Firmicutes
PD70dCoC3.Bin3	95	39	Firmicutes
PD70dCoC3.Bin4	73	35	Firmicutes
PD70dCoC5.Bin10	33	14	Firmicutes
PD70dCoC5.Bin23	47	30	Firmicutes
PD70dCoC5.Bin29	91	46	Firmicutes
PD70dCoC5.Bin6	32	19	Proteobacteria
PD70dIlC3.Bin3	27	21	Firmicutes
PD7d_CeC_1.Bin10	129	50	Firmicutes
PD7d_CeC_1.Bin11	350	107	Firmicutes
PD7d_CeC_1.Bin3	131	55	Proteobacteria
PD7d_CeC_2.Bin11	138	58	Proteobacteria
PD7d_CeC_2.Bin12	117	49	Firmicutes
PD7d_CeC_2.Bin16	136	55	Firmicutes
PD7d_CeC_2.Bin2	132	48	Firmicutes
PD7d_CeC_2.Bin3	31	20	Firmicutes
PD7d_CeC_2.Bin7	216	57	Firmicutes
PD7d_CeC_2.Bin8	85	47	Proteobacteria
PD7d_CeC_2.Bin9	134	56	Firmicutes
PD7d_CeC_3.Bin2	148	58	Proteobacteria
PD7d_CeC_3.Bin3	52	25	Firmicutes
PD7d_CeC_3.Bin5	46	28	Actinobacteriota
PD7d_CeC_3.Bin8	106	58	Firmicutes
PD7d_CeC_3.Bin9	116	52	Proteobacteria
PD7d_CeC_4.Bin14	143	48	Firmicutes
PD7d_CeC_4.Bin16	180	59	Firmicutes
PD7d_CeC_4.Bin3	138	57	Firmicutes
PD7d_CeC_4.Bin5	62	25	Firmicutes
PD7d_CeC_4.Bin7	104	43	Firmicutes
PD7d_CeC_5.Bin1	163	54	Firmicutes
PD7d_CeC_5.Bin11	150	69	Firmicutes
PD7d_CeC_5.Bin12	108	46	Firmicutes
PD7d_CeC_5.Bin14	101	51	Firmicutes
PD7d_CeC_5.Bin15	122	54	Firmicutes
PD7d_CeC_5.Bin17	148	60	Firmicutes
PD7d_CeC_5.Bin19	172	48	Firmicutes
PD7d_CeC_5.Bin20	98	45	Firmicutes
PD7d_CeC_5.Bin6	422	119	Firmicutes
PD7d_CeC_5.Bin8	147	59	Proteobacteria
PD7d_CeC_6.Bin1	51	30	Firmicutes
PD7d_CeC_6.Bin11	116	49	Firmicutes
PD7d_CeC_6.Bin15	162	53	Firmicutes
PD7d_CeC_6.Bin18	125	55	Firmicutes
PD7d_CeC_6.Bin19	60	28	Firmicutes
PD7d_CeC_6.Bin20	111	56	Firmicutes
PD7d_CeC_6.Bin21	76	36	Proteobacteria
PD7d_CeC_6.Bin31	98	54	Proteobacteria
PD7d_CeC_6.Bin4	462	130	Firmicutes
PD7d_CeC_6.Bin5	210	56	Firmicutes
PD7d_CeC_6.Bin6	161	68	Firmicutes
PD7d_CeC_6.Bin7	211	80	Firmicutes
PD7d_CeC_6.Bin8	149	52	Firmicutes
PD7d_CeC_8.Bin1	108	38	Firmicutes
PD7d_CeC_8.Bin10	61	34	Firmicutes
PD7d_CeC_8.Bin20	385	117	Firmicutes
PD7d_CeC_8.Bin26	214	85	Firmicutes
PD7d_CeC_8.Bin4	119	49	Firmicutes
SDCeC1.Bin11	191	66	Bacteroidota
SDCeC1.Bin18	55	26	Firmicutes
SDCeC1.Bin25	39	24	Deferribacterota
SDCeC1.Bin26	25	15	Proteobacteria
SDCeC1.Bin28	46	23	Firmicutes
SDCeC1.Bin3	86	41	Firmicutes
SDCeC1.Bin33	64	36	Firmicutes
SDCeC1.Bin36	73	38	Firmicutes
SDCeC1.Bin37	125	55	Firmicutes
SDCeC1.Bin38	202	67	Firmicutes
SDCeC1.Bin40	120	56	Proteobacteria
SDCeC1.Bin43	103	47	Firmicutes
SDCeC1.Bin52	52	30	Firmicutes
SDCeC1.Bin54	80	49	Firmicutes
SDCeC1.Bin58	55	31	Firmicutes
SDCeC1.Bin61	53	25	Desulfobacterota
SDCeC1.Bin7	57	28	Cyanobacteria
SDCeC1.Bin76	60	39	Firmicutes
SDCeC1.Bin78	154	61	Firmicutes
SDCeC1.Bin8	115	42	Firmicutes
SDCeC2.Bin21	46	27	Firmicutes
SDCeC2.Bin23	94	36	Firmicutes
SDCeC2.Bin3	35	24	Proteobacteria
SDCeC2.Bin36	47	22	Deferribacterota
SDCeC2.Bin37	75	31	Firmicutes
SDCeC2.Bin38	117	48	Verrucomicrobiota
SDCeC2.Bin4	131	49	Firmicutes
SDCeC2.Bin40	148	63	Bacteroidota
SDCeC2.Bin41	131	54	Firmicutes
SDCeC2.Bin42	24	15	Actinobacteriota
SDCeC2.Bin52	78	36	Firmicutes
SDCeC2.Bin56	55	27	Fusobacteriota
SDCeC2.Bin61	99	53	Bacteroidota
SDCeC2.Bin64	85	43	Firmicutes
SDCeC2.Bin65	177	70	Bacteroidota
SDCeC2.Bin69	57	36	Bacteroidota
SDCeC2.Bin7	119	47	Firmicutes
SDCeC2.Bin70	67	34	Firmicutes
SDCeC2.Bin71	47	28	Proteobacteria
SDCeC2.Bin74	69	26	Desulfobacterota
SDCeC2.Bin75	21	16	Synergistota
SDCeC3.Bin22	25	15	Firmicutes
SDCeC3.Bin30	23	16	Deferribacterota
SDCeC3.Bin32	84	43	Bacteroidota
SDCeC3.Bin33	41	23	Fusobacteriota
SDCeC3.Bin35	144	61	Bacteroidota
SDCeC3.Bin46	115	49	Firmicutes
SDCeC3.Bin49	61	36	Firmicutes
SDCeC3.Bin60	139	62	Bacteroidota
SDCeC3.Bin66	68	31	Firmicutes
SDCeC3.Bin67	60	33	Firmicutes
SDCeC3.Bin7	124	60	Bacteroidota
SDCeC4.Bin10	18	13	Firmicutes
SDCeC4.Bin11	85	46	Firmicutes
SDCeC4.Bin2	75	43	Firmicutes
SDCeC4.Bin20	44	23	Firmicutes
SDCeC4.Bin29	71	38	Firmicutes
SDCeC4.Bin35	162	70	Bacteroidota
SDCeC4.Bin39	23	17	Proteobacteria
SDCeC4.Bin43	190	69	Firmicutes
SDCeC5.Bin2	61	30	Cyanobacteria
SDCeC5.Bin21	121	60	Bacteroidota
SDCeC5.Bin27	72	37	Firmicutes
SDCeC5.Bin28	73	38	Firmicutes
SDCeC5.Bin29	83	42	Firmicutes
SDCeC5.Bin33	96	53	Firmicutes
SDCeC5.Bin36	31	16	Firmicutes
SDCeC5.Bin40	150	56	Firmicutes
SDCeC5.Bin50	109	42	Firmicutes
SDCeC5.Bin55	123	58	Firmicutes
SDCeC5.Bin56	77	30	Firmicutes
SDCeC5.Bin59	96	44	Firmicutes
SDCeC5.Bin61	157	55	Firmicutes
SDCeC5.Bin65	46	27	Firmicutes
SDCeC5.Bin7	11	9	Proteobacteria
SDCeC5.Bin70	49	24	Desulfobacterota
SDCeC5.Bin72	95	45	Firmicutes
SDCeC5.Bin76	92	44	Firmicutes
SDCeC5.Bin77	122	49	Firmicutes
SDCeC5.Bin80	70	29	Firmicutes
SDCeC6.Bin12	51	28	Elusimicrobiota
SDCeC6.Bin16	27	16	Proteobacteria
SDCeC6.Bin21	70	32	Actinobacteriota
SDCeC6.Bin25	141	51	Firmicutes
SDCeC6.Bin30	117	49	Firmicutes
SDCeC6.Bin31	35	24	Firmicutes
SDCeC6.Bin32	82	43	Firmicutes
SDCeC6.Bin33	46	25	Proteobacteria
SDCeC6.Bin34	95	40	Firmicutes
SDCeC6.Bin35	22	11	Actinobacteriota
SDCeC6.Bin38	130	66	Firmicutes
SDCeC6.Bin4	55	34	Firmicutes
SDCeC6.Bin41	101	52	Firmicutes
SDCeC6.Bin46	157	54	Firmicutes
SDCeC6.Bin51	295	104	Bacteroidota
SDCeC6.Bin55	163	71	Bacteroidota
SDCeC6.Bin57	197	75	Bacteroidota
SDCeC6.Bin58	61	31	Bacteroidota
SDCeC6.Bin9	79	41	Bacteroidota
SDQCeC10L.Bin10	63	36	Bacteroidota
SDQCeC10L.Bin13	39	22	Firmicutes
SDQCeC10L.Bin14	39	28	Fusobacteriota
SDQCeC10L.Bin18	47	23	Deferribacterota
SDQCeC10L.Bin2	128	58	Bacteroidota
SDQCeC10L.Bin21	42	23	Deferribacterota
SDQCeC10L.Bin24	213	86	Bacteroidota
SDQCeC10L.Bin26	97	48	Bacteroidota
SDQCeC10L.Bin27	167	64	Bacteroidota
SDQCeC10L.Bin28	74	37	Bacteroidota
SDQCeC10L.Bin29	57	39	Bacteroidota
SDQCeC10L.Bin3	63	33	Firmicutes
SDQCeC10L.Bin31	36	19	Firmicutes
